label,outcome,score_term,fe_spec,estimate,se,pvalue,n,r2
ECB Stmt -> SX7E [fwd/curr],SX7E,net_score_curr,C,1.2674097549807737,0.7207267937819022,0.07991333446393481,253,0.12297483708389112
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,A,0.8694123458942687,2.3302164416299287,0.709400594816728,244,0.21594182957102026
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,A,-2.609784872523641,5.05793987197243,0.6063449141450076,244,0.21594182957102026
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,B,-0.07257683580231583,2.063645794812539,0.9719743998651448,244,0.2342376725803298
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,B,-3.019155826663847,5.259166496768399,0.5664615006104943,244,0.2342376725803298
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,C,0.012929170516681965,2.5049106316692256,0.9958860923525297,244,0.23739968101668374
ECB Stmt -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,C,-3.036650210019924,5.1972870861727385,0.559595078798893,244,0.23739968101668374
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,A,0.5795079536856601,1.4374081200941637,0.6876189627827162,113,0.03192570700539299
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,A,-2.6708973394535422,3.1969317817531056,0.40528831688221467,113,0.03192570700539299
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,B,0.44419689307777144,1.4342965406974795,0.7573939417526645,113,0.035329259701050275
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,B,-2.826464419862714,3.335266370732497,0.39863712169452115,113,0.035329259701050275
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,C,0.8850195484721921,1.6022989296205872,0.5818757621773314,113,0.044747108110994804
ECB Stmt -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,C,-2.7514373261799,3.285839588607875,0.40427309531811195,113,0.044747108110994804
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_fwd,A,0.9485723619044791,2.0585321554209446,0.6453440465840949,253,0.12413655917341326
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_curr,A,-3.040920842925157,4.417562702189062,0.49186017112637115,253,0.12413655917341326
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_fwd,B,0.2065781057308942,2.1364232923416258,0.9230485820465727,253,0.13184132616092825
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_curr,B,-3.3169175037940475,4.516845939251436,0.4634386454132796,253,0.13184132616092825
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_fwd,C,0.2148817428179825,2.346276623457963,0.9271035910545773,253,0.13608022982169043
ECB Stmt -> DE2Y [fwd/curr],DE2Y,net_score_curr,C,-3.355750810240243,4.497175395065426,0.4562704851163949,253,0.13608022982169043
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_fwd,A,1.0383813415628804,1.5199175489867205,0.4951265923386341,253,0.0488251690737761
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_curr,A,-2.749544749093771,3.3074797437801187,0.4065943425915567,253,0.0488251690737761
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_fwd,B,0.6640514217579443,1.6356105050804721,0.6850984209431763,253,0.059228487229231463
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_curr,B,-2.8624647907341845,3.384081392786143,0.39845191720624384,253,0.059228487229231463
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_fwd,C,0.667456796648008,1.7979262721062381,0.7107831347355849,253,0.06317030040629223
ECB Stmt -> DE10Y [fwd/curr],DE10Y,net_score_curr,C,-2.8894955700517815,3.3794101936246053,0.39337355542568053,253,0.06317030040629223
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,A,4.337855077274002,2.2371911801680353,0.05373317822907646,233,0.0743327120667483
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,A,-6.538589578645093,3.468273699744012,0.0606611811835832,233,0.0743327120667483
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,B,4.18020469700264,2.304283595831971,0.07098817003860781,233,0.10368384009260223
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,B,-6.327543634858475,3.428593719303868,0.06626981262568458,233,0.10368384009260223
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,C,3.818380056669638,1.9562207236458404,0.05219433966837092,233,0.10780646477603184
ECB Stmt -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,C,-6.429149148200515,3.6151082514068604,0.07669269450391962,233,0.10780646477603184
ECB PC -> SX5E [fwd/curr],SX5E,net_score_fwd,A,0.09754623705714825,0.18590719524481827,0.600275362271911,243,0.012011343576271316
ECB PC -> SX5E [fwd/curr],SX5E,net_score_curr,A,0.11243907639692227,0.17830085962590078,0.5288952574642432,243,0.012011343576271316
ECB PC -> SX5E [fwd/curr],SX5E,net_score_fwd,B,0.08837200429346123,0.23567320727416435,0.708014417892867,243,0.01237990697287017
ECB PC -> SX5E [fwd/curr],SX5E,net_score_curr,B,0.09733242152764882,0.17488637126155485,0.578364567625212,243,0.01237990697287017
ECB PC -> SX5E [fwd/curr],SX5E,net_score_fwd,C,0.10039328533009469,0.24450078668067474,0.6817378068475075,243,0.013039409741028907
ECB PC -> SX5E [fwd/curr],SX5E,net_score_curr,C,0.10532099120583206,0.18231701932514213,0.5640352733745164,243,0.013039409741028907
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,A,0.08969586232370501,0.13676680110413558,0.5125639193175495,243,0.018698592306423123
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,A,-0.07679061815748854,0.12167518504303071,0.5285706549639106,243,0.018698592306423123
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,B,0.012381383169708772,0.14534890491424307,0.9321874286287406,243,0.0334586834628704
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,B,-0.13340923623347725,0.12712208736748415,0.2950410750216016,243,0.0334586834628704
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,C,0.0266383317774737,0.18039187669673615,0.88273096651554,243,0.03370643229318304
ECB PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,C,-0.12650757146031685,0.13489862057553714,0.34931547275307184,243,0.03370643229318304
ECB PC -> SX7E [fwd/curr],SX7E,net_score_fwd,A,0.1472366099786825,0.34947109022017553,0.6739054069680059,243,0.01832661896507004
ECB PC -> SX7E [fwd/curr],SX7E,net_score_curr,A,0.30228619467573803,0.30538212586630487,0.3232425956333089,243,0.01832661896507004
ECB PC -> SX7E [fwd/curr],SX7E,net_score_fwd,B,0.11188952334935506,0.46241551684953297,0.8090154781227372,243,0.0211323216941941
ECB PC -> SX7E [fwd/curr],SX7E,net_score_curr,B,0.25231587221344665,0.30071030308116603,0.4022812258339872,243,0.0211323216941941
ECB PC -> SX7E [fwd/curr],SX7E,net_score_fwd,C,-0.07460623311648597,0.4596572707757252,0.871203073725511,243,0.026904205442227158
ECB PC -> SX7E [fwd/curr],SX7E,net_score_curr,C,0.15971975856906817,0.31539259401975994,0.6130416656385187,243,0.026904205442227158
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,A,0.9141451914671989,1.4169982382640682,0.5194844740634109,235,0.07758847590697548
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,A,-1.6952142647201385,1.063549492362225,0.11232095943396465,235,0.07758847590697548
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,B,0.9775033985136873,1.6985316845090233,0.565521361235851,235,0.08508136918413123
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,B,-1.3411266565610536,1.1096583933418602,0.22807074274886885,235,0.08508136918413123
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_fwd,C,0.5269628140898412,1.995006471182263,0.7919120548077536,235,0.0874444299723981
ECB PC -> OIS_MP2 [fwd/curr],OIS_MP2,net_score_curr,C,-1.559561347513814,1.131800932751615,0.16958254650732998,235,0.0874444299723981
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,A,0.5410709237572008,1.550590307747463,0.727856912801176,105,0.032297229441760944
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,A,-1.427276820218612,1.0195762435654392,0.16461566552833162,105,0.032297229441760944
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,B,0.7729300463576064,1.546845071115042,0.6184080331615116,105,0.037950765929868235
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,B,-1.529920791554821,1.0565491349291647,0.15076671244086362,105,0.037950765929868235
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_fwd,C,0.15901567354665047,1.8221633572491955,0.9306369394582961,105,0.04197849779467877
ECB PC -> OIS_10Y [fwd/curr],OIS_10Y,net_score_curr,C,-1.7703727230137245,1.1284035768459446,0.11989037284687878,105,0.04197849779467877
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_fwd,A,1.4902441017361456,1.5645439008652247,0.34180057652417883,243,0.06368710880585238
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_curr,A,-1.7989498738735719,1.1710558720879884,0.12581758144056948,243,0.06368710880585238
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_fwd,B,1.5539955380158788,1.9129071278152614,0.4173958943683548,243,0.07433151565836915
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_curr,B,-1.3432436605027498,1.2186068100260141,0.2714635919024974,243,0.07433151565836915
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_fwd,C,1.0833354003799767,2.139914886944862,0.6131566406286932,243,0.0784956714635121
ECB PC -> DE2Y [fwd/curr],DE2Y,net_score_curr,C,-1.5586138398241707,1.216561193126416,0.20140442617712281,243,0.0784956714635121
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_fwd,A,0.5258434423404378,0.9703930226617661,0.5884011305301837,243,0.01479832199577702
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_curr,A,-1.254799261353738,0.8491792972129449,0.140815051423577,243,0.01479832199577702
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_fwd,B,0.11188021915815549,1.1614838185431446,0.9233440047258439,243,0.02317682864489612
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_curr,B,-1.4362953553251832,0.8302548072544645,0.08494743275697236,243,0.02317682864489612
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_fwd,C,-0.23487275344977374,1.3264025226464538,0.8596026360272335,243,0.024975389626694766
ECB PC -> DE10Y [fwd/curr],DE10Y,net_score_curr,C,-1.6110071208705397,0.8871994510993191,0.0706756295341237,243,0.024975389626694766
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,A,-1.3573300517010194,1.9746436576733102,0.4925808509770544,220,0.00904829253685635
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,A,-0.23990497254586585,1.6463404996536422,0.8842782146183901,220,0.00904829253685635
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,B,-0.9791090175636231,2.728997784581964,0.7201152662968867,220,0.01228166386028684
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,B,0.0067178481649065374,1.6326790732408003,0.9967208713594673,220,0.01228166386028684
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_fwd,C,-0.4962548715693719,2.665374225844501,0.8524779234198734,220,0.01691841397889049
ECB PC -> IT10Y_spread [fwd/curr],IT10Y_spread,net_score_curr,C,0.2658923137645771,1.733645809798009,0.8782516897517105,220,0.01691841397889049
FOMC stmt | SP500,SP500,net_score,A,-0.09173459580476981,0.14701111185940047,0.5332501963547565,232,0.050879048004698224
FOMC stmt | SP500,SP500,net_score,B,-0.01145813092985043,0.18831857045846873,0.95153689894956,232,0.057724586729929306
FOMC stmt | SP500,SP500,net_score,C,0.06046874202656656,0.1846582376408577,0.7436235489693824,232,0.06182656457384694
FOMC stmt | EURUSD,EURUSD,net_score,A,0.05712415707086159,0.1005055068903403,0.5703466377049979,230,0.061153245659655964
FOMC stmt | EURUSD,EURUSD,net_score,B,0.05049638413579697,0.10659092580597182,0.6361467323372288,230,0.0675908012962001
FOMC stmt | EURUSD,EURUSD,net_score,C,0.09371892262964698,0.12126675787724221,0.4404434077992382,230,0.07373549153009884
FOMC stmt | UST2Y,UST2Y,net_score,A,0.010762023571314793,0.014576117815383594,0.46103671582138095,242,0.19118125408607367
FOMC stmt | UST2Y,UST2Y,net_score,B,0.012622303816750877,0.01512923558103085,0.4049562888963312,242,0.19214974761220194
FOMC stmt | UST2Y,UST2Y,net_score,C,0.009246724538414991,0.018378310167252245,0.6153443892238907,242,0.19267781819934648
FOMC stmt | UST10Y,UST10Y,net_score,A,0.002686201787978129,0.012054648434510802,0.8238539793996433,242,0.021868710804881508
FOMC stmt | UST10Y,UST10Y,net_score,B,0.0023187421804426265,0.011105105561790252,0.8347847474794172,242,0.02541303249374316
FOMC stmt | UST10Y,UST10Y,net_score,C,-0.008126507763726346,0.013434403893370686,0.5458297534217037,242,0.03273422917168001
ECB stmt | SX5E,SX5E,net_score,A,-0.08172304850522748,0.10877714617190533,0.4531855129768907,253,0.17817786767030674
ECB stmt | SX5E,SX5E,net_score,B,0.08065977028141356,0.1450192963373256,0.578577472421138,253,0.19523517974085158
ECB stmt | SX5E,SX5E,net_score,C,-0.005675388539648472,0.15468041690107975,0.9707612139363214,253,0.20226890465576763
ECB stmt | EURUSD,EURUSD,net_score,A,0.05970821815199492,0.07441476132179287,0.42310067777056637,253,0.0043850312304769545
ECB stmt | EURUSD,EURUSD,net_score,B,0.04158539430975163,0.11511227069093148,0.718214322348268,253,0.02574128862674052
ECB stmt | EURUSD,EURUSD,net_score,C,0.0895608048936162,0.12491541178925702,0.4740745589796964,253,0.030302377285342685
ECB stmt | OIS_MP2,OIS_MP2,net_score,A,-0.40361603862534845,0.7444468231550612,0.5882029923949088,244,0.21025315696501634
ECB stmt | OIS_MP2,OIS_MP2,net_score,B,-1.4401616858890995,1.412297740883989,0.30889219714983374,244,0.23004007917838998
ECB stmt | OIS_MP2,OIS_MP2,net_score,C,-1.4512608741373736,1.36533373506773,0.2888979073167404,244,0.23304242418076027
ECB stmt | OIS_10Y,OIS_10Y,net_score,A,-0.6497242597012076,0.7540568450651352,0.3907610003681985,113,0.015840093379601794
ECB stmt | OIS_10Y,OIS_10Y,net_score,B,-0.7899509284981641,1.0115174701214347,0.4365366841402242,113,0.01819835991125829
ECB stmt | OIS_10Y,OIS_10Y,net_score,C,-0.43635912656774883,1.043730964590526,0.6767292168688547,113,0.02522528350777853
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_fwd,A,0.012920728642522684,0.016526280753595666,0.4350920522305116,242,0.19177097521810416
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_curr,A,0.007051921976751124,0.018025565572348325,0.6959862640988062,242,0.19177097521810416
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_fwd,B,0.0166945790840574,0.01930593588978394,0.3880643716940716,242,0.19295378405521668
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_curr,B,0.007003352019569045,0.01757849089196702,0.6906936828844317,242,0.19295378405521668
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_fwd,C,0.014005434843695496,0.02080957876254665,0.5015962777350604,242,0.19332273494913343
FOMC stmt | UST2Y FE  fwd+curr,UST2Y,net_score_curr,C,0.004837939202117211,0.020910114986292902,0.8172316885851536,242,0.19332273494913343
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_fwd,A,-0.0034924889281331335,0.015936086481300456,0.8267163603659713,242,0.02259806116847829
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_curr,A,0.008532155521760502,0.013148673061948224,0.5170295724461165,242,0.02259806116847829
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_fwd,B,-0.0017113932105527452,0.0155605210826035,0.9125166996775279,242,0.025711484401163
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_curr,B,0.005892865591711269,0.013508398352655592,0.6630651503043843,242,0.025711484401163
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_fwd,C,-0.012877411607788172,0.017862033829728712,0.4716706336761247,242,0.03324227836007976
FOMC stmt | UST10Y FE fwd+curr,UST10Y,net_score_curr,C,5.15603053514762e-4,0.015528995202267394,0.9735414478752211,242,0.03324227836007976
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_fwd,A,0.8694123458942687,2.3302164416299287,0.709400594816728,244,0.21594182957102026
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_curr,A,-2.609784872523641,5.05793987197243,0.6063449141450076,244,0.21594182957102026
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_fwd,B,-0.07257683580231583,2.063645794812539,0.9719743998651448,244,0.2342376725803298
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_curr,B,-3.019155826663847,5.259166496768399,0.5664615006104943,244,0.2342376725803298
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_fwd,C,0.012929170516681965,2.5049106316692256,0.9958860923525297,244,0.23739968101668374
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_curr,C,-3.036650210019924,5.1972870861727385,0.559595078798893,244,0.23739968101668374
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_fwd,A,0.5795079536856601,1.4374081200941637,0.6876189627827162,113,0.03192570700539299
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_curr,A,-2.6708973394535422,3.1969317817531056,0.40528831688221467,113,0.03192570700539299
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_fwd,B,0.44419689307777144,1.4342965406974795,0.7573939417526645,113,0.035329259701050275
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_curr,B,-2.826464419862714,3.335266370732497,0.39863712169452115,113,0.035329259701050275
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_fwd,C,0.8850195484721921,1.6022989296205872,0.5818757621773314,113,0.044747108110994804
ECB stmt | OIS_10Y FE fwd+curr,OIS_10Y,net_score_curr,C,-2.7514373261799,3.285839588607875,0.40427309531811195,113,0.044747108110994804
FOMC stmt | SP500  rf,SP500,rf_score,A,0.03699606409922249,0.09297015983593414,0.6910589133224263,226,0.05366741918866269
FOMC stmt | SP500  rf,SP500,rf_score,B,0.027213390889625377,0.09279337704574506,0.7695932426178371,226,0.06115015996974338
FOMC stmt | SP500  rf,SP500,rf_score,C,0.012264887251721847,0.09499755197607244,0.8973917008829624,226,0.06519345607714089
FOMC stmt | UST2Y  rf,UST2Y,rf_score,A,0.016597090318680053,0.007635853435756236,0.030749198936521012,235,0.2017838361959552
FOMC stmt | UST2Y  rf,UST2Y,rf_score,B,0.01745408970841296,0.00789131804561647,0.02796799961480854,235,0.203542088731277
FOMC stmt | UST2Y  rf,UST2Y,rf_score,C,0.017552576771485827,0.00799567278910792,0.02915820917136528,235,0.2039541924018634
FOMC stmt | UST10Y rf,UST10Y,rf_score,A,0.007580269387267919,0.005144971231240124,0.14201602174604025,235,0.024523915926533246
FOMC stmt | UST10Y rf,UST10Y,rf_score,B,0.008245476884035884,0.005478706520466449,0.1337009731173663,235,0.029691077625914275
FOMC stmt | UST10Y rf,UST10Y,rf_score,C,0.008943741903529617,0.005510346262111862,0.10595984103345654,235,0.03342347497465481
ECB stmt | SX5E    rf,SX5E,rf_score,A,0.37126688278612263,0.16903320180210124,0.02898462703759225,252,0.2083910685548237
ECB stmt | SX5E    rf,SX5E,rf_score,B,0.4094353961798108,0.19470982352869964,0.03649972342568813,252,0.2266788422603262
ECB stmt | SX5E    rf,SX5E,rf_score,C,0.42278824947057775,0.2575164661094498,0.10192151195646626,252,0.22800061249846038
ECB stmt | OIS_MP2 rf,OIS_MP2,rf_score,A,-0.7118932578297543,1.775414625764537,0.688796780135885,243,0.20806973946696872
ECB stmt | OIS_MP2 rf,OIS_MP2,rf_score,B,-0.3038122859857766,1.7926050064625072,0.8655629753483446,243,0.21735075871026877
ECB stmt | OIS_MP2 rf,OIS_MP2,rf_score,C,0.19323424075685036,2.8873703213728654,0.9466991448444253,243,0.22078037969708642
ECB stmt | OIS_10Y rf,OIS_10Y,rf_score,A,-0.6278860746791057,1.4963102604798846,0.6755793581243196,113,0.013531402284238214
ECB stmt | OIS_10Y rf,OIS_10Y,rf_score,B,-0.7236391391367976,1.592251974821645,0.6503989204905523,113,0.014482947953102121
ECB stmt | OIS_10Y rf,OIS_10Y,rf_score,C,0.21162412823574278,2.8249343823397326,0.9404238621500405,113,0.023409068218881557
