label,outcome,score_term,fe_spec,estimate,se,pvalue,n,r2,stars,coef_print,se_print,significant_10
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_fwd,B,-0.07257683580231583,2.063645794812539,0.9719743998651448,244,0.2342376725803298,,-0.0726,(2.0636),FALSE
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_curr,C,-3.036650210019924,5.1972870861727385,0.559595078798893,244,0.23739968101668377,,-3.0367,(5.1973),FALSE
ECB stmt | OIS_MP2 FE  fwd+curr,OIS_MP2,net_score_fwd,C,0.01292917051668196,2.5049106316692256,0.9958860923525296,244,0.23739968101668377,,0.0129,(2.5049),FALSE
FOMC PC -> DXY [fwd/curr],DXY,net_score_curr,A,0.1262861157118035,0.1278905585214947,0.3261581718971206,91,0.09251191495367728,,0.1263,(0.1279),FALSE
FOMC PC -> DXY [fwd/curr],DXY,net_score_fwd,A,-0.43008369533686847,0.1988800286697973,0.03332157440065374,91,0.09251191495367728,**,-0.4301**,(0.1989),TRUE
FOMC PC -> DXY [fwd/curr],DXY,net_score_curr,B,0.1322526641034433,0.13036374377652493,0.3132282514098089,91,0.10666957974101764,,0.1323,(0.1304),FALSE
FOMC PC -> DXY [fwd/curr],DXY,net_score_fwd,B,-0.4622720917948669,0.21375329625563735,0.03337767163320487,91,0.10666957974101764,**,-0.4623**,(0.2138),TRUE
FOMC PC -> DXY [fwd/curr],DXY,net_score_curr,C,0.03073254422280283,0.18358642692342553,0.8674569225422828,91,0.11489912793163803,,0.0307,(0.1836),FALSE
FOMC PC -> DXY [fwd/curr],DXY,net_score_fwd,C,-0.4470872677812912,0.2159030684536472,0.04144957365930683,91,0.11489912793163803,**,-0.4471**,(0.2159),TRUE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,A,-0.11247214453994651,0.13087716406860142,0.3924971810171579,91,0.08950620617975835,,-0.1125,(0.1309),FALSE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,A,0.427994066036536,0.19872187323241425,0.03402682776176887,91,0.08950620617975835,**,0.4280**,(0.1987),TRUE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,B,-0.12467658962844828,0.1347081491823746,0.3573099735265961,91,0.10470192834775773,,-0.1247,(0.1347),FALSE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,B,0.46072979056823726,0.21372576355532524,0.03393322241620802,91,0.10470192834775773,**,0.4607**,(0.2137),TRUE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_curr,C,0.00281989753921073,0.1950293778507672,0.9884982074549296,91,0.11685644179741515,,0.0028,(0.1950),FALSE
FOMC PC -> EURUSD [fwd/curr],EURUSD,net_score_fwd,C,0.44165956367857095,0.2158235544568411,0.04384493545604519,91,0.11685644179741515,**,0.4417**,(0.2158),TRUE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_curr,A,0.9393086634432658,0.7738870529739558,0.2281263551332896,91,0.05489748200638589,,0.9393,(0.7739),FALSE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_fwd,A,-0.46315681100263995,0.7105929439618396,0.5162553684980349,91,0.05489748200638589,,-0.4632,(0.7106),FALSE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_curr,B,1.2304302192640328,0.942347251583974,0.1951748391231239,91,0.08854047365585516,,1.2304,(0.9423),FALSE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_fwd,B,-0.4085542072737703,0.6764342308783985,0.5474641318477517,91,0.08854047365585516,,-0.4086,(0.6764),FALSE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_curr,C,1.225507884255748,1.0178598202193747,0.2319696353779295,91,0.0885422668651834,,1.2255,(1.0179),FALSE
FOMC PC -> SP500 [fwd/curr],SP500,net_score_fwd,C,-0.40781795133825266,0.686851390475047,0.5542749704212062,91,0.0885422668651834,,-0.4078,(0.6869),FALSE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_curr,A,0.03097728605590063,0.02989277594476369,0.30294331081021275,91,0.08256264600265084,,0.0310,(0.0299),FALSE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_fwd,A,-0.07236834275706144,0.03212661238642965,0.02680062362975684,91,0.08256264600265084,**,-0.0724**,(0.0321),TRUE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_curr,B,0.03998796888136845,0.03367116776658439,0.23829808640066324,91,0.10501189615423034,,0.0400,(0.0337),FALSE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_fwd,B,-0.07428398678849897,0.03347808878467985,0.02915912557522697,91,0.10501189615423034,**,-0.0743**,(0.0335),TRUE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_curr,C,0.04304104185650464,0.03793685807444989,0.2597935972475417,91,0.1053290664388109,,0.0430,(0.0379),FALSE
FOMC PC -> TIPS10Y [fwd/curr],TIPS10Y,net_score_fwd,C,-0.07474064873770221,0.03412676565963339,0.03128978594501468,91,0.1053290664388109,**,-0.0747**,(0.0341),TRUE
FOMC PC -> TIPS5Y [fwd/curr],TIPS5Y,net_score_curr,A,0.03176231211978408,0.03079464788868453,0.30520126025132027,91,0.08627443215300856,,0.0318,(0.0308),FALSE
FOMC PC -> TIPS5Y [fwd/curr],TIPS5Y,net_score_fwd,A,-0.0899218638935638,0.04109984307158809,0.03135863156850858,91,0.08627443215300856,**,-0.0899**,(0.0411),TRUE
FOMC PC -> TIPS5Y [fwd/curr],TIPS5Y,net_score_curr,B,0.03521697625162677,0.03386326845300656,0.3013003782685751,91,0.1023583771040476,,0.0352,(0.0339),FALSE
FOMC PC -> TIPS5Y [fwd/curr],TIPS5Y,net_score_fwd,B,-0.09594125910487808,0.04391173797706989,0.0316511024115339,91,0.1023583771040476,**,-0.0959**,(0.0439),TRUE
FOMC PC -> TIPS5Y [fwd/curr],TIPS5Y,net_score_curr,C,0.03428173263396102,0.04049531361897228,0.3996454908785476,91,0.10237650207710536,,0.0343,(0.0405),FALSE
