corpus,central_bank,document_type,meeting_date,event_id,source,is_scheduled,is_fomc_intermeeting
ECB Press Conference,ECB,Press Conference,2021-10-28,ecb_pressconf_20211028,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2021-12-16,ecb_pressconf_20211216,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-02-03,ecb_pressconf_20220203,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-03-10,ecb_pressconf_20220310,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-04-14,ecb_pressconf_20220414,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-06-09,ecb_pressconf_20220609,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-07-21,ecb_pressconf_20220721,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-09-08,ecb_pressconf_20220908,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-10-27,ecb_pressconf_20221027,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2022-12-15,ecb_pressconf_20221215,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-02-02,ecb_pressconf_20230202,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-03-16,ecb_pressconf_20230316,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-05-04,ecb_pressconf_20230504,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-06-15,ecb_pressconf_20230615,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-07-27,ecb_pressconf_20230727,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-09-14,ecb_pressconf_20230914,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-10-26,ecb_pressconf_20231026,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2023-12-14,ecb_pressconf_20231214,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-01-25,ecb_pressconf_20240125,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-03-07,ecb_pressconf_20240307,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-04-11,ecb_pressconf_20240411,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-06-06,ecb_pressconf_20240606,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-07-18,ecb_pressconf_20240718,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-09-12,ecb_pressconf_20240912,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-10-17,ecb_pressconf_20241017,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2024-12-12,ecb_pressconf_20241212,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-01-30,ecb_pressconf_20250130,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-03-06,ecb_pressconf_20250306,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-04-17,ecb_pressconf_20250417,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-06-05,ecb_pressconf_20250605,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-07-24,ecb_pressconf_20250724,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-09-11,ecb_pressconf_20250911,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-10-30,ecb_pressconf_20251030,ecb_press_conferences,TRUE,FALSE
ECB Press Conference,ECB,Press Conference,2025-12-18,ecb_pressconf_20251218,ecb_press_conferences,TRUE,FALSE
ECB Statement,ECB,Statement,1999-01-07,ecb_stmt_19990107,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-02-04,ecb_stmt_19990204,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-03-04,ecb_stmt_19990304,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-04-08,ecb_stmt_19990408,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-05-06,ecb_stmt_19990506,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-06-17,ecb_stmt_19990617,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-07-08,ecb_stmt_19990708,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-08-05,ecb_stmt_19990805,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-09-09,ecb_stmt_19990909,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-10-07,ecb_stmt_19991007,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-11-04,ecb_stmt_19991104,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,1999-12-02,ecb_stmt_19991202,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-01-20,ecb_stmt_20000120,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-02-03,ecb_stmt_20000203,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-03-16,ecb_stmt_20000316,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-04-13,ecb_stmt_20000413,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-05-11,ecb_stmt_20000511,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-06-08,ecb_stmt_20000608,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-07-06,ecb_stmt_20000706,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-08-31,ecb_stmt_20000831,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-09-05,ecb_stmt_20000905,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-10-05,ecb_stmt_20001005,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-11-09,ecb_stmt_20001109,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2000-12-14,ecb_stmt_20001214,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-01-11,ecb_stmt_20010111,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-02-01,ecb_stmt_20010201,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-03-15,ecb_stmt_20010315,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-04-12,ecb_stmt_20010412,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-05-10,ecb_stmt_20010510,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-06-07,ecb_stmt_20010607,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-07-05,ecb_stmt_20010705,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-08-30,ecb_stmt_20010830,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-09-13,ecb_stmt_20010913,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-09-17,ecb_stmt_20010917,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-10-08,ecb_stmt_20011008,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-11-08,ecb_stmt_20011108,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2001-12-06,ecb_stmt_20011206,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-01-10,ecb_stmt_20020110,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-02-07,ecb_stmt_20020207,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-03-07,ecb_stmt_20020307,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-04-04,ecb_stmt_20020404,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-05-02,ecb_stmt_20020502,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-06-06,ecb_stmt_20020606,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-07-04,ecb_stmt_20020704,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-08-01,ecb_stmt_20020801,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-09-12,ecb_stmt_20020912,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-10-10,ecb_stmt_20021010,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-11-07,ecb_stmt_20021107,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2002-12-05,ecb_stmt_20021205,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-01-23,ecb_stmt_20030123,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-02-06,ecb_stmt_20030206,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-03-06,ecb_stmt_20030306,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-04-03,ecb_stmt_20030403,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-05-08,ecb_stmt_20030508,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-06-05,ecb_stmt_20030605,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-07-10,ecb_stmt_20030710,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-09-04,ecb_stmt_20030904,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-10-02,ecb_stmt_20031002,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-11-06,ecb_stmt_20031106,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2003-12-04,ecb_stmt_20031204,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-01-08,ecb_stmt_20040108,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-02-05,ecb_stmt_20040205,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-03-04,ecb_stmt_20040304,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-04-01,ecb_stmt_20040401,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-05-06,ecb_stmt_20040506,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-06-03,ecb_stmt_20040603,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-07-01,ecb_stmt_20040701,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-08-05,ecb_stmt_20040805,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-09-02,ecb_stmt_20040902,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-10-07,ecb_stmt_20041007,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-11-04,ecb_stmt_20041104,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2004-12-02,ecb_stmt_20041202,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-01-13,ecb_stmt_20050113,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-02-03,ecb_stmt_20050203,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-03-03,ecb_stmt_20050303,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-04-07,ecb_stmt_20050407,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-05-04,ecb_stmt_20050504,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-06-02,ecb_stmt_20050602,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-07-07,ecb_stmt_20050707,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-08-04,ecb_stmt_20050804,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-09-01,ecb_stmt_20050901,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-10-06,ecb_stmt_20051006,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-11-03,ecb_stmt_20051103,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2005-12-01,ecb_stmt_20051201,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-01-12,ecb_stmt_20060112,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-02-02,ecb_stmt_20060202,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-03-02,ecb_stmt_20060302,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-04-06,ecb_stmt_20060406,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-05-04,ecb_stmt_20060504,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-06-08,ecb_stmt_20060608,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-07-06,ecb_stmt_20060706,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-08-03,ecb_stmt_20060803,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-09-07,ecb_stmt_20060907,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-10-05,ecb_stmt_20061005,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-11-02,ecb_stmt_20061102,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2006-12-07,ecb_stmt_20061207,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-01-11,ecb_stmt_20070111,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-02-08,ecb_stmt_20070208,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-03-08,ecb_stmt_20070308,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-04-12,ecb_stmt_20070412,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-05-10,ecb_stmt_20070510,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-06-06,ecb_stmt_20070606,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-07-05,ecb_stmt_20070705,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-08-02,ecb_stmt_20070802,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-09-06,ecb_stmt_20070906,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-10-04,ecb_stmt_20071004,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-11-08,ecb_stmt_20071108,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2007-12-06,ecb_stmt_20071206,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-01-10,ecb_stmt_20080110,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-02-07,ecb_stmt_20080207,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-03-06,ecb_stmt_20080306,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-04-10,ecb_stmt_20080410,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-05-08,ecb_stmt_20080508,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-06-05,ecb_stmt_20080605,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-07-03,ecb_stmt_20080703,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-08-07,ecb_stmt_20080807,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-09-04,ecb_stmt_20080904,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-10-02,ecb_stmt_20081002,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-10-08,ecb_stmt_20081008,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-10-15,ecb_stmt_20081015,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-11-06,ecb_stmt_20081106,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2008-12-04,ecb_stmt_20081204,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-01-15,ecb_stmt_20090115,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-02-05,ecb_stmt_20090205,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-03-05,ecb_stmt_20090305,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-04-02,ecb_stmt_20090402,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-05-07,ecb_stmt_20090507,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-06-04,ecb_stmt_20090604,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-07-02,ecb_stmt_20090702,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-08-06,ecb_stmt_20090806,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-09-03,ecb_stmt_20090903,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-10-08,ecb_stmt_20091008,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-11-05,ecb_stmt_20091105,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2009-12-03,ecb_stmt_20091203,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-01-14,ecb_stmt_20100114,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-02-04,ecb_stmt_20100204,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-03-04,ecb_stmt_20100304,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-04-08,ecb_stmt_20100408,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-05-06,ecb_stmt_20100506,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-06-10,ecb_stmt_20100610,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-07-08,ecb_stmt_20100708,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-08-05,ecb_stmt_20100805,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-09-02,ecb_stmt_20100902,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-10-07,ecb_stmt_20101007,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-11-04,ecb_stmt_20101104,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2010-12-02,ecb_stmt_20101202,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-01-13,ecb_stmt_20110113,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-02-03,ecb_stmt_20110203,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-03-03,ecb_stmt_20110303,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-04-07,ecb_stmt_20110407,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-05-05,ecb_stmt_20110505,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-06-09,ecb_stmt_20110609,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-07-07,ecb_stmt_20110707,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-08-04,ecb_stmt_20110804,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-09-08,ecb_stmt_20110908,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-10-06,ecb_stmt_20111006,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-11-03,ecb_stmt_20111103,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2011-12-08,ecb_stmt_20111208,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-01-12,ecb_stmt_20120112,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-02-09,ecb_stmt_20120209,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-03-08,ecb_stmt_20120308,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-04-04,ecb_stmt_20120404,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-05-03,ecb_stmt_20120503,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-06-06,ecb_stmt_20120606,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-07-05,ecb_stmt_20120705,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-08-02,ecb_stmt_20120802,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-09-06,ecb_stmt_20120906,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-10-04,ecb_stmt_20121004,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-11-08,ecb_stmt_20121108,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2012-12-06,ecb_stmt_20121206,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-01-10,ecb_stmt_20130110,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-02-07,ecb_stmt_20130207,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-03-07,ecb_stmt_20130307,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-04-04,ecb_stmt_20130404,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-05-02,ecb_stmt_20130502,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-06-06,ecb_stmt_20130606,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-07-04,ecb_stmt_20130704,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-08-01,ecb_stmt_20130801,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-09-05,ecb_stmt_20130905,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-10-02,ecb_stmt_20131002,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-11-07,ecb_stmt_20131107,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2013-12-05,ecb_stmt_20131205,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-01-09,ecb_stmt_20140109,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-02-06,ecb_stmt_20140206,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-03-06,ecb_stmt_20140306,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-04-03,ecb_stmt_20140403,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-05-08,ecb_stmt_20140508,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-06-05,ecb_stmt_20140605,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-07-03,ecb_stmt_20140703,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-08-07,ecb_stmt_20140807,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-09-04,ecb_stmt_20140904,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-10-02,ecb_stmt_20141002,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-11-06,ecb_stmt_20141106,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2014-12-04,ecb_stmt_20141204,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-01-22,ecb_stmt_20150122,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-03-05,ecb_stmt_20150305,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-04-15,ecb_stmt_20150415,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-06-03,ecb_stmt_20150603,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-07-16,ecb_stmt_20150716,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-09-03,ecb_stmt_20150903,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-10-22,ecb_stmt_20151022,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2015-12-03,ecb_stmt_20151203,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-01-21,ecb_stmt_20160121,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-03-10,ecb_stmt_20160310,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-04-21,ecb_stmt_20160421,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-06-02,ecb_stmt_20160602,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-07-21,ecb_stmt_20160721,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-09-08,ecb_stmt_20160908,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-10-20,ecb_stmt_20161020,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2016-12-08,ecb_stmt_20161208,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-01-19,ecb_stmt_20170119,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-03-09,ecb_stmt_20170309,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-04-27,ecb_stmt_20170427,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-06-08,ecb_stmt_20170608,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-07-20,ecb_stmt_20170720,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-09-07,ecb_stmt_20170907,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-10-26,ecb_stmt_20171026,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2017-12-14,ecb_stmt_20171214,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-01-25,ecb_stmt_20180125,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-03-08,ecb_stmt_20180308,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-04-26,ecb_stmt_20180426,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-06-14,ecb_stmt_20180614,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-07-26,ecb_stmt_20180726,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-09-13,ecb_stmt_20180913,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-10-25,ecb_stmt_20181025,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2018-12-13,ecb_stmt_20181213,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-01-24,ecb_stmt_20190124,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-03-07,ecb_stmt_20190307,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-04-10,ecb_stmt_20190410,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-06-06,ecb_stmt_20190606,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-07-25,ecb_stmt_20190725,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-09-12,ecb_stmt_20190912,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-10-24,ecb_stmt_20191024,ecb_statements,TRUE,FALSE
ECB Statement,ECB,Statement,2019-12-12,ecb_stmt_20191212,ecb_statements,TRUE,FALSE
