corpus_long,meeting_date,net_score_fwd,net_score_curr,rate_label
FOMC statements,2022-03-16,0.2857142857142857,0.2857142857142857,hawkish
FOMC statements,2022-05-04,0.2857142857142857,0.2307692307692308,hawkish
FOMC statements,2022-06-15,0.2307692307692308,0.3684210526315789,hawkish
FOMC statements,2022-07-27,0.2307692307692308,0.3333333333333333,hawkish
FOMC statements,2022-09-21,0.2307692307692308,0.2631578947368421,hawkish
FOMC statements,2022-11-02,0.3333333333333333,0.3333333333333333,hawkish
FOMC statements,2022-12-14,0.3333333333333333,0.3333333333333333,hawkish
FOMC statements,2023-02-01,0.3333333333333333,0.15789473684210523,hawkish
FOMC statements,2023-03-22,0.29411764705882354,0.2631578947368421,hawkish
FOMC statements,2023-05-03,0.25,0.3333333333333333,hawkish
FOMC statements,2023-06-14,0.2,0.29411764705882354,neutral
FOMC statements,2023-07-26,0.2,0.3333333333333333,hawkish
FOMC statements,2023-09-20,0.2,0.29411764705882354,neutral
FOMC statements,2023-11-01,0.2857142857142857,0.29411764705882354,neutral
FOMC statements,2023-12-13,0.2857142857142857,0.17647058823529413,neutral
FOMC statements,2024-01-31,-0.16666666666666666,0.17647058823529413,neutral
FOMC statements,2024-03-20,-0.16666666666666666,0.17647058823529413,neutral
FOMC statements,2024-05-01,-0.16666666666666666,0.2222222222222222,neutral
FOMC statements,2024-06-12,-0.16666666666666666,0.2222222222222222,neutral
FOMC statements,2024-07-31,-0.16666666666666666,0.2222222222222222,neutral
FOMC statements,2024-09-18,-0.16666666666666666,0.1111111111111111,dovish
FOMC statements,2024-11-07,0,0.0588235294117647,dovish
FOMC statements,2024-12-18,0,0.0588235294117647,dovish
FOMC statements,2025-01-29,0,0.2857142857142857,neutral
FOMC statements,2025-03-19,0,0.2857142857142857,neutral
FOMC statements,2025-05-07,0,0.25,neutral
FOMC statements,2025-06-18,0,0.2857142857142857,neutral
FOMC statements,2025-07-30,0,0.07692307692307693,neutral
FOMC statements,2025-09-17,-0.16666666666666666,0,dovish
FOMC statements,2025-10-29,-0.16666666666666666,0.06666666666666667,dovish
FOMC statements,2025-12-10,-0.16666666666666666,0.06666666666666667,dovish
FOMC statements,2026-01-28,0,0.25,neutral
FOMC statements,2026-03-18,0,0.25,neutral
FOMC press conferences,2011-04-27,0.04761904761904761,-0.35294117647058826,neutral
FOMC press conferences,2011-06-22,-0.4166666666666667,-0.4,neutral
FOMC press conferences,2011-09-21,0,0,neutral
FOMC press conferences,2011-11-02,-0.42857142857142855,-0.15151515151515152,neutral
FOMC press conferences,2012-01-25,-0.4782608695652174,-0.2258064516129032,neutral
FOMC press conferences,2012-04-25,-0.07692307692307693,-0.18518518518518515,neutral
FOMC press conferences,2012-06-20,-0.4444444444444444,-0.4117647058823529,neutral
FOMC press conferences,2012-09-13,-0.5333333333333333,-0.4666666666666667,neutral
FOMC press conferences,2012-12-12,-0.4,-0.14893617021276595,neutral
FOMC press conferences,2013-03-20,-0.4117647058823529,-0.2352941176470588,neutral
FOMC press conferences,2013-06-19,-0.2258064516129032,-0.3953488372093023,neutral
FOMC press conferences,2013-09-18,-0.35294117647058826,-0.5652173913043478,neutral
FOMC press conferences,2013-12-18,-0.5483870967741935,-0.38181818181818183,neutral
FOMC press conferences,2014-03-19,-0.41935483870967744,-0.1176470588235294,neutral
FOMC press conferences,2014-06-18,0.10344827586206896,-0.25,neutral
FOMC press conferences,2014-09-17,-0.05555555555555555,-0.1875,neutral
FOMC press conferences,2014-12-17,0.09090909090909093,0.0967741935483871,neutral
FOMC press conferences,2015-03-18,0.18518518518518515,-0.16666666666666666,neutral
FOMC press conferences,2015-06-17,0.42857142857142855,0.29411764705882354,neutral
FOMC press conferences,2015-09-17,-0.1111111111111111,0,neutral
FOMC press conferences,2015-12-16,-0.14285714285714285,0.16279069767441862,hawkish
FOMC press conferences,2016-03-16,0,0.125,neutral
FOMC press conferences,2016-06-15,-0.25925925925925924,-0.1,neutral
FOMC press conferences,2016-09-21,-0.14285714285714285,0,neutral
FOMC press conferences,2016-12-14,0.05263157894736842,0.06666666666666667,hawkish
FOMC press conferences,2017-03-15,0.04761904761904761,0.05,hawkish
FOMC press conferences,2017-06-14,0.06666666666666667,0.3333333333333333,hawkish
FOMC press conferences,2017-09-20,-0.03448275862068965,0.07142857142857142,neutral
FOMC press conferences,2017-12-13,0.08333333333333333,0.47619047619047616,hawkish
FOMC press conferences,2018-03-21,0.13043478260869565,0.2,hawkish
FOMC press conferences,2018-06-13,0.30434782608695654,0,hawkish
FOMC press conferences,2018-09-26,0.16666666666666666,0.2307692307692308,hawkish
FOMC press conferences,2018-12-19,0.21212121212121213,0.29411764705882354,hawkish
FOMC press conferences,2019-01-30,-0.1,-0.04,neutral
FOMC press conferences,2019-03-20,-0.17647058823529413,0.03448275862068965,neutral
FOMC press conferences,2019-05-01,-0.1111111111111111,0.21212121212121213,neutral
FOMC press conferences,2019-06-19,0,-0.17073170731707318,neutral
FOMC press conferences,2019-07-31,-0.21428571428571427,-0.3333333333333333,dovish
FOMC press conferences,2019-09-18,-0.03448275862068965,-0.2777777777777778,dovish
FOMC press conferences,2019-10-30,-0.09090909090909093,0,dovish
FOMC press conferences,2019-12-11,-0.1,0.11627906976744186,neutral
FOMC press conferences,2020-01-29,0,-0.1176470588235294,neutral
FOMC press conferences,2020-03-03,-0.2,-0.125,dovish
FOMC press conferences,2020-03-15,-0.14285714285714285,-0.4545454545454546,dovish
FOMC press conferences,2020-04-29,-0.4444444444444444,-0.6,neutral
FOMC press conferences,2020-06-10,-0.4166666666666667,-0.2571428571428571,neutral
FOMC press conferences,2020-07-29,-0.0588235294117647,-0.14893617021276595,neutral
FOMC press conferences,2020-09-16,-0.6111111111111112,-0.2727272727272727,neutral
FOMC press conferences,2020-11-05,-0.3333333333333333,-0.4883720930232558,neutral
FOMC press conferences,2020-12-16,-0.4375,-0.5813953488372093,neutral
FOMC press conferences,2021-01-27,-0.28,-0.2222222222222222,neutral
FOMC press conferences,2021-03-17,-0.14285714285714285,-0.18518518518518515,neutral
FOMC press conferences,2021-04-28,-0.03448275862068965,-0.06122448979591836,neutral
FOMC press conferences,2021-06-16,-0.0625,0.17857142857142858,neutral
FOMC press conferences,2021-07-28,0.09090909090909093,0.23404255319148937,neutral
FOMC press conferences,2021-09-22,0.07142857142857142,0.3181818181818182,neutral
FOMC press conferences,2021-11-03,-0.18181818181818185,0.03703703703703703,neutral
FOMC press conferences,2021-12-15,0,0.4857142857142857,neutral
FOMC press conferences,2022-01-26,0.37142857142857144,0.45714285714285713,neutral
FOMC press conferences,2022-03-16,0.5428571428571428,0.7931034482758621,hawkish
FOMC press conferences,2022-05-04,0.4,0.5636363636363636,hawkish
FOMC press conferences,2022-06-15,0.5483870967741935,0.625,hawkish
FOMC press conferences,2022-07-27,0.28,0.7230769230769231,hawkish
FOMC press conferences,2022-09-21,0.4545454545454546,0.6,hawkish
FOMC press conferences,2022-11-02,0.6744186046511628,0.6666666666666666,hawkish
FOMC press conferences,2022-12-14,0.5294117647058824,0.4725274725274725,hawkish
FOMC press conferences,2023-02-01,0.34782608695652173,0.48148148148148145,hawkish
FOMC press conferences,2023-03-22,0.2777777777777778,0.34615384615384615,hawkish
FOMC press conferences,2023-05-03,0.10344827586206896,0.4545454545454546,hawkish
FOMC press conferences,2023-06-14,0.3333333333333333,0.5185185185185185,neutral
FOMC press conferences,2023-07-26,0.36,0.3870967741935484,hawkish
FOMC press conferences,2023-09-20,0.4545454545454546,0.46875,neutral
FOMC press conferences,2023-11-01,0.38461538461538464,0.6119402985074627,neutral
FOMC press conferences,2023-12-13,0.3076923076923077,0.4915254237288136,neutral
FOMC press conferences,2024-01-31,-0.14285714285714285,0.4516129032258064,neutral
FOMC press conferences,2024-03-20,0.04761904761904761,0.52,neutral
FOMC press conferences,2024-05-01,0.10344827586206896,0.5081967213114754,neutral
FOMC press conferences,2024-06-12,-0.25,0.4177215189873418,neutral
FOMC press conferences,2024-07-31,-0.25,0.32075471698113206,neutral
FOMC press conferences,2024-09-18,-0.47368421052631576,0.2307692307692308,dovish
FOMC press conferences,2024-11-07,0.06666666666666667,0.2,dovish
FOMC press conferences,2024-12-18,-0.18181818181818185,0.22807017543859648,dovish
FOMC press conferences,2025-01-29,0,0.3125,neutral
FOMC press conferences,2025-03-19,-0.07692307692307693,0.06122448979591836,neutral
FOMC press conferences,2025-05-07,-0.09090909090909093,0.2682926829268293,neutral
FOMC press conferences,2025-06-18,-0.1111111111111111,0.15151515151515152,neutral
FOMC press conferences,2025-07-30,0,0.2,neutral
FOMC press conferences,2025-09-17,-0.2,-0.125,dovish
FOMC press conferences,2025-10-29,-0.29411764705882354,0.05,dovish
FOMC press conferences,2025-12-10,-0.07692307692307693,0.30434782608695654,dovish
FOMC press conferences,2026-01-28,0.14285714285714285,0.29411764705882354,neutral
FOMC press conferences,2026-03-18,0.07692307692307693,0.3962264150943397,neutral
ECB statements,1999-01-07,0,0,neutral
ECB statements,1999-02-04,0,0,neutral
ECB statements,1999-03-04,0,0,neutral
ECB statements,1999-04-08,0,0,dovish
ECB statements,1999-05-06,0,0,neutral
ECB statements,1999-06-17,0,0,neutral
ECB statements,1999-07-08,0,0,neutral
ECB statements,1999-08-05,0,0,neutral
ECB statements,1999-09-09,0,0,neutral
ECB statements,1999-10-07,0,0,neutral
ECB statements,1999-11-04,0,0,hawkish
ECB statements,1999-12-02,0,0,neutral
ECB statements,2000-01-20,0,0,neutral
ECB statements,2000-02-03,0,0,hawkish
ECB statements,2000-03-16,0.2307692307692308,0.3333333333333333,hawkish
ECB statements,2000-04-13,0,0,neutral
ECB statements,2000-05-11,0,0,neutral
ECB statements,2000-06-08,0,0,hawkish
ECB statements,2000-07-06,0,0,neutral
ECB statements,2000-08-31,0.16666666666666666,0.07692307692307693,hawkish
ECB statements,2000-09-05,0,0,neutral
ECB statements,2000-10-05,0,0,hawkish
ECB statements,2000-11-09,0,0,neutral
ECB statements,2000-12-14,0,0,neutral
ECB statements,2001-01-11,0,0,neutral
ECB statements,2001-02-01,0,0,neutral
ECB statements,2001-03-15,0,0,neutral
ECB statements,2001-04-12,0,0,neutral
ECB statements,2001-05-10,0,0,dovish
ECB statements,2001-06-07,0,0,neutral
ECB statements,2001-07-05,0,0,neutral
ECB statements,2001-08-30,0,0,dovish
ECB statements,2001-09-13,0,0,neutral
ECB statements,2001-09-17,0.09090909090909093,-0.09090909090909093,neutral
ECB statements,2001-10-08,0,0,neutral
ECB statements,2001-11-08,0,0,dovish
ECB statements,2001-12-06,0,0,neutral
ECB statements,2002-01-10,0,0,neutral
ECB statements,2002-02-07,0,0,neutral
ECB statements,2002-03-07,0,0,neutral
ECB statements,2002-04-04,0,0,neutral
ECB statements,2002-05-02,0,0,neutral
ECB statements,2002-06-06,0,0,neutral
ECB statements,2002-07-04,0,0,neutral
ECB statements,2002-08-01,0,0,neutral
ECB statements,2002-09-12,0,0,neutral
ECB statements,2002-10-10,0,0,neutral
ECB statements,2002-11-07,0,0,neutral
ECB statements,2002-12-05,0,0,dovish
ECB statements,2003-01-23,0,0,neutral
ECB statements,2003-02-06,0,0,neutral
ECB statements,2003-03-06,0,0,dovish
ECB statements,2003-04-03,0,0,neutral
ECB statements,2003-05-08,0,0,neutral
ECB statements,2003-06-05,0,0,dovish
ECB statements,2003-07-10,0,0,neutral
ECB statements,2003-09-04,0,0,neutral
ECB statements,2003-10-02,0,0,neutral
ECB statements,2003-11-06,0,0,neutral
ECB statements,2003-12-04,0,0,neutral
ECB statements,2004-01-08,0,0,neutral
ECB statements,2004-02-05,0,0,neutral
ECB statements,2004-03-04,0,0,neutral
ECB statements,2004-04-01,0,0,neutral
ECB statements,2004-05-06,0,0,neutral
ECB statements,2004-06-03,0,0,neutral
ECB statements,2004-07-01,0,0,neutral
ECB statements,2004-08-05,0,0,neutral
ECB statements,2004-09-02,0,0,neutral
ECB statements,2004-10-07,0,0,neutral
ECB statements,2004-11-04,0,0,neutral
ECB statements,2004-12-02,0,0,neutral
ECB statements,2005-01-13,0,0,neutral
ECB statements,2005-02-03,0,0,neutral
ECB statements,2005-03-03,0,0,neutral
ECB statements,2005-04-07,0,0,neutral
ECB statements,2005-05-04,0,0,neutral
ECB statements,2005-06-02,0,0,neutral
ECB statements,2005-07-07,0,0,neutral
ECB statements,2005-08-04,0,0,neutral
ECB statements,2005-09-01,0,0,neutral
ECB statements,2005-10-06,0,0,neutral
ECB statements,2005-11-03,0,0,neutral
ECB statements,2005-12-01,0,0,hawkish
ECB statements,2006-01-12,0,0,neutral
ECB statements,2006-02-02,0,0,neutral
ECB statements,2006-03-02,0,0,hawkish
ECB statements,2006-04-06,0,0,neutral
ECB statements,2006-05-04,0,0,neutral
ECB statements,2006-06-08,0,0,hawkish
ECB statements,2006-07-06,0,0,neutral
ECB statements,2006-08-03,0,0,hawkish
ECB statements,2006-09-07,0,0,neutral
ECB statements,2006-10-05,0,0,hawkish
ECB statements,2006-11-02,0,0,neutral
ECB statements,2006-12-07,0,0,hawkish
ECB statements,2007-01-11,0,0,neutral
ECB statements,2007-02-08,0,0,neutral
ECB statements,2007-03-08,0,0,hawkish
ECB statements,2007-04-12,0,0,neutral
ECB statements,2007-05-10,0,0,neutral
ECB statements,2007-06-06,0,0,hawkish
ECB statements,2007-07-05,0,0,neutral
ECB statements,2007-08-02,0,0,neutral
ECB statements,2007-09-06,0,0,neutral
ECB statements,2007-10-04,0,0,neutral
ECB statements,2007-11-08,0,0,neutral
ECB statements,2007-12-06,0,0,neutral
ECB statements,2008-01-10,0,0,neutral
ECB statements,2008-02-07,0,0,neutral
ECB statements,2008-03-06,0,0,neutral
ECB statements,2008-04-10,0,0,neutral
ECB statements,2008-05-08,0,0,neutral
ECB statements,2008-06-05,0,0,neutral
ECB statements,2008-07-03,0,0,hawkish
ECB statements,2008-08-07,0,0,neutral
ECB statements,2008-09-04,0,0,neutral
ECB statements,2008-10-02,0,0,neutral
ECB statements,2008-10-08,-0.09090909090909093,0.17647058823529413,dovish
ECB statements,2008-10-15,-0.16666666666666666,0,neutral
ECB statements,2008-11-06,0,0,dovish
ECB statements,2008-12-04,0,0,dovish
ECB statements,2009-01-15,0,0,dovish
