corpus_long,bank,meeting_date,net_score,bps_change,policy_rate_index_bps,series,z_value
ECB statements,ECB,2008-11-06,0,-50,50,Dictionary net score,0.4724904375147375
ECB statements,ECB,2008-11-06,0,-50,50,Cumulative rate-change index,0.945630635694818
ECB statements,ECB,2008-12-04,0,-75,-25,Dictionary net score,0.4724904375147375
ECB statements,ECB,2008-12-04,0,-75,-25,Cumulative rate-change index,0.44075702896967395
ECB statements,ECB,2009-01-15,0,-50,-75,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-01-15,0,-50,-75,Cumulative rate-change index,0.10417462448624455
ECB statements,ECB,2009-02-05,0,0,-75,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-02-05,0,0,-75,Cumulative rate-change index,0.10417462448624455
ECB statements,ECB,2009-03-05,0,-50,-125,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-03-05,0,-50,-125,Cumulative rate-change index,-0.23240777999718482
ECB statements,ECB,2009-04-02,0,-25,-150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-04-02,0,-25,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2009-05-07,0,-25,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-05-07,0,-25,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-06-04,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-06-04,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-07-02,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-07-02,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-08-06,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-08-06,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-09-03,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-09-03,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-10-08,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-10-08,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-11-05,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-11-05,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2009-12-03,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2009-12-03,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-01-14,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-01-14,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-02-04,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-02-04,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-03-04,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-03-04,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-04-08,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-04-08,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-05-06,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-05-06,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-06-10,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-06-10,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-07-08,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-07-08,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-08-05,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-08-05,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-09-02,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-09-02,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-10-07,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-10-07,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-11-04,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-11-04,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2010-12-02,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2010-12-02,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2011-01-13,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-01-13,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2011-02-03,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-02-03,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2011-03-03,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-03-03,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2011-04-07,0,25,-150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-04-07,0,25,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2011-05-05,0,0,-150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-05-05,0,0,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2011-06-09,0,0,-150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-06-09,0,0,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2011-07-07,0,25,-125,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-07-07,0,25,-125,Cumulative rate-change index,-0.23240777999718482
ECB statements,ECB,2011-08-04,0,0,-125,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-08-04,0,0,-125,Cumulative rate-change index,-0.23240777999718482
ECB statements,ECB,2011-09-08,0,0,-125,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-09-08,0,0,-125,Cumulative rate-change index,-0.23240777999718482
ECB statements,ECB,2011-10-06,0,0,-125,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-10-06,0,0,-125,Cumulative rate-change index,-0.23240777999718482
ECB statements,ECB,2011-11-03,0,-25,-150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-11-03,0,-25,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2011-12-08,0,-25,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2011-12-08,0,-25,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-01-12,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-01-12,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-02-09,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-02-09,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-03-08,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-03-08,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-04-04,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-04-04,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-05-03,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-05-03,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-06-06,0,0,-175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-06-06,0,0,-175,Cumulative rate-change index,-0.5689901844806142
ECB statements,ECB,2012-07-05,0,-25,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-07-05,0,-25,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2012-08-02,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-08-02,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2012-09-06,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-09-06,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2012-10-04,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-10-04,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2012-11-08,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-11-08,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2012-12-06,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2012-12-06,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2013-01-10,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-01-10,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2013-02-07,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-02-07,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2013-03-07,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-03-07,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2013-04-04,0,0,-200,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-04-04,0,0,-200,Cumulative rate-change index,-0.7372813867223289
ECB statements,ECB,2013-05-02,0,-25,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-05-02,0,-25,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-06-06,0,0,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-06-06,0,0,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-07-04,0,0,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-07-04,0,0,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-08-01,0,0,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-08-01,0,0,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-09-05,0,0,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-09-05,0,0,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-10-02,0,0,-225,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-10-02,0,0,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2013-11-07,0,-25,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-11-07,0,-25,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2013-12-05,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2013-12-05,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-01-09,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-01-09,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-02-06,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-02-06,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-03-06,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-03-06,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-04-03,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-04-03,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-05-08,0,0,-250,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-05-08,0,0,-250,Cumulative rate-change index,-1.0738637912057583
ECB statements,ECB,2014-06-05,0,-10,-260,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-06-05,0,-10,-260,Cumulative rate-change index,-1.141180272102444
ECB statements,ECB,2014-07-03,0,0,-260,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-07-03,0,0,-260,Cumulative rate-change index,-1.141180272102444
ECB statements,ECB,2014-08-07,0,0,-260,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-08-07,0,0,-260,Cumulative rate-change index,-1.141180272102444
ECB statements,ECB,2014-09-04,0,-10,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-09-04,0,-10,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2014-10-02,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-10-02,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2014-11-06,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-11-06,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2014-12-04,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2014-12-04,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-01-22,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-01-22,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-03-05,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-03-05,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-04-15,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-04-15,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-06-03,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-06-03,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-07-16,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-07-16,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-09-03,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-09-03,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-10-22,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-10-22,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2015-12-03,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2015-12-03,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2016-01-21,0,0,-270,Dictionary net score,0.4724904375147375
ECB statements,ECB,2016-01-21,0,0,-270,Cumulative rate-change index,-1.20849675299913
ECB statements,ECB,2016-03-10,-0.2307692307692308,-5,-275,Dictionary net score,-0.667815425266059
ECB statements,ECB,2016-03-10,-0.2307692307692308,-5,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-04-21,-0.2307692307692308,0,-275,Dictionary net score,-0.667815425266059
ECB statements,ECB,2016-04-21,-0.2307692307692308,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-06-02,-0.16666666666666666,0,-275,Dictionary net score,-0.3510637967158376
ECB statements,ECB,2016-06-02,-0.16666666666666666,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-07-21,-0.3333333333333333,0,-275,Dictionary net score,-1.1746180309464127
ECB statements,ECB,2016-07-21,-0.3333333333333333,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-09-08,-0.3333333333333333,0,-275,Dictionary net score,-1.1746180309464127
ECB statements,ECB,2016-09-08,-0.3333333333333333,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-10-20,-0.3333333333333333,0,-275,Dictionary net score,-1.1746180309464127
ECB statements,ECB,2016-10-20,-0.3333333333333333,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2016-12-08,-0.5454545454545454,0,-275,Dictionary net score,-2.22277796542169
ECB statements,ECB,2016-12-08,-0.5454545454545454,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-01-19,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-01-19,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-03-09,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-03-09,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-04-27,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-04-27,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-06-08,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-06-08,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-07-20,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-07-20,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-09-07,-0.5238095238095238,0,-275,Dictionary net score,-2.11582287006707
ECB statements,ECB,2017-09-07,-0.5238095238095238,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-10-26,-0.5833333333333334,0,-275,Dictionary net score,-2.4099493822922757
ECB statements,ECB,2017-10-26,-0.5833333333333334,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2017-12-14,-0.5652173913043478,0,-275,Dictionary net score,-2.320432617701995
ECB statements,ECB,2017-12-14,-0.5652173913043478,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-01-25,-0.5652173913043478,0,-275,Dictionary net score,-2.320432617701995
ECB statements,ECB,2018-01-25,-0.5652173913043478,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-03-08,-0.5454545454545454,0,-275,Dictionary net score,-2.22277796542169
ECB statements,ECB,2018-03-08,-0.5454545454545454,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-04-26,-0.5454545454545454,0,-275,Dictionary net score,-2.22277796542169
ECB statements,ECB,2018-04-26,-0.5454545454545454,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-06-14,-0.5384615384615384,0,-275,Dictionary net score,-2.1882232423071204
ECB statements,ECB,2018-06-14,-0.5384615384615384,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-07-26,-0.5454545454545454,0,-275,Dictionary net score,-2.22277796542169
ECB statements,ECB,2018-07-26,-0.5454545454545454,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-09-13,-0.5454545454545454,0,-275,Dictionary net score,-2.22277796542169
ECB statements,ECB,2018-09-13,-0.5454545454545454,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-10-25,-0.5,0,-275,Dictionary net score,-1.9981722651769878
ECB statements,ECB,2018-10-25,-0.5,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2018-12-13,-0.4117647058823529,0,-275,Dictionary net score,-1.5621729647019773
ECB statements,ECB,2018-12-13,-0.4117647058823529,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-01-24,-0.3333333333333333,0,-275,Dictionary net score,-1.1746180309464127
ECB statements,ECB,2019-01-24,-0.3333333333333333,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-03-07,-0.47368421052631576,0,-275,Dictionary net score,-1.8681373860879495
ECB statements,ECB,2019-03-07,-0.47368421052631576,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-04-10,-0.3333333333333333,0,-275,Dictionary net score,-1.1746180309464127
ECB statements,ECB,2019-04-10,-0.3333333333333333,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-06-06,-0.375,0,-275,Dictionary net score,-1.3805065895040565
ECB statements,ECB,2019-06-06,-0.375,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-07-25,-0.5,0,-275,Dictionary net score,-1.9981722651769878
ECB statements,ECB,2019-07-25,-0.5,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-09-12,-0.4545454545454546,0,-275,Dictionary net score,-1.7735665649322858
ECB statements,ECB,2019-09-12,-0.4545454545454546,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-10-24,-0.29411764705882354,0,-275,Dictionary net score,-0.9808405640686304
ECB statements,ECB,2019-10-24,-0.29411764705882354,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2019-12-12,-0.29411764705882354,0,-275,Dictionary net score,-0.9808405640686304
ECB statements,ECB,2019-12-12,-0.29411764705882354,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-01-23,-0.29411764705882354,0,-275,Dictionary net score,-0.9808405640686304
ECB statements,ECB,2020-01-23,-0.29411764705882354,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-03-12,-0.5,0,-275,Dictionary net score,-1.9981722651769878
ECB statements,ECB,2020-03-12,-0.5,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-04-30,-0.5714285714285714,0,-275,Dictionary net score,-2.351124079847234
ECB statements,ECB,2020-04-30,-0.5714285714285714,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-06-04,-0.5714285714285714,0,-275,Dictionary net score,-2.351124079847234
ECB statements,ECB,2020-06-04,-0.5714285714285714,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-07-16,-0.5714285714285714,0,-275,Dictionary net score,-2.351124079847234
ECB statements,ECB,2020-07-16,-0.5714285714285714,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-09-10,-0.5714285714285714,0,-275,Dictionary net score,-2.351124079847234
ECB statements,ECB,2020-09-10,-0.5714285714285714,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-10-29,-0.5862068965517241,0,-275,Dictionary net score,-2.4241485932272853
ECB statements,ECB,2020-10-29,-0.5862068965517241,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2020-12-10,-0.4838709677419355,0,-275,Dictionary net score,-1.9184734683159645
ECB statements,ECB,2020-12-10,-0.4838709677419355,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-01-21,-0.6363636363636364,0,-275,Dictionary net score,-2.671989365911095
ECB statements,ECB,2021-01-21,-0.6363636363636364,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-03-11,-0.6363636363636364,0,-275,Dictionary net score,-2.671989365911095
ECB statements,ECB,2021-03-11,-0.6363636363636364,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-04-22,-0.6363636363636364,0,-275,Dictionary net score,-2.671989365911095
ECB statements,ECB,2021-04-22,-0.6363636363636364,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-06-10,-0.6470588235294118,0,-275,Dictionary net score,-2.724837765968672
ECB statements,ECB,2021-06-10,-0.6470588235294118,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-07-22,-0.5609756097560976,0,-275,Dictionary net score,-2.29947259477354
ECB statements,ECB,2021-07-22,-0.5609756097560976,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-09-09,-0.6818181818181818,0,-275,Dictionary net score,-2.896595066155797
ECB statements,ECB,2021-09-09,-0.6818181818181818,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-10-28,-0.6818181818181818,0,-275,Dictionary net score,-2.896595066155797
ECB statements,ECB,2021-10-28,-0.6818181818181818,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2021-12-16,-0.5757575757575758,0,-275,Dictionary net score,-2.3725150989181585
ECB statements,ECB,2021-12-16,-0.5757575757575758,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2022-02-03,-0.5483870967741935,0,-275,Dictionary net score,-2.2372686557600576
ECB statements,ECB,2022-02-03,-0.5483870967741935,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2022-03-10,-0.6571428571428571,0,-275,Dictionary net score,-2.77466625745153
ECB statements,ECB,2022-03-10,-0.6571428571428571,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2022-04-14,-0.625,0,-275,Dictionary net score,-2.615837940849919
ECB statements,ECB,2022-04-14,-0.625,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2022-06-09,-0.3888888888888889,0,-275,Dictionary net score,-1.449136109023271
ECB statements,ECB,2022-06-09,-0.3888888888888889,0,-275,Cumulative rate-change index,-1.242154993447473
ECB statements,ECB,2022-07-21,-0.3076923076923077,50,-225,Dictionary net score,-1.0479173795263244
ECB statements,ECB,2022-07-21,-0.3076923076923077,50,-225,Cumulative rate-change index,-0.9055725889640436
ECB statements,ECB,2022-09-08,-0.1111111111111111,75,-150,Dictionary net score,-0.07654571863897922
ECB statements,ECB,2022-09-08,-0.1111111111111111,75,-150,Cumulative rate-change index,-0.4006989822388995
ECB statements,ECB,2022-10-27,0,75,-75,Dictionary net score,0.4724904375147375
ECB statements,ECB,2022-10-27,0,75,-75,Cumulative rate-change index,0.10417462448624455
ECB statements,ECB,2022-12-15,0.0303030303030303,50,-25,Dictionary net score,0.6222275710112057
ECB statements,ECB,2022-12-15,0.0303030303030303,50,-25,Cumulative rate-change index,0.44075702896967395
ECB statements,ECB,2023-02-02,-0.03448275862068965,50,25,Dictionary net score,0.3020999062946185
ECB statements,ECB,2023-02-02,-0.03448275862068965,50,25,Cumulative rate-change index,0.7773394334531033
ECB statements,ECB,2023-03-16,0.07142857142857142,50,75,Dictionary net score,0.8254422521849839
ECB statements,ECB,2023-03-16,0.07142857142857142,50,75,Cumulative rate-change index,1.1139218379365325
ECB statements,ECB,2023-05-04,0,25,100,Dictionary net score,0.4724904375147375
ECB statements,ECB,2023-05-04,0,25,100,Cumulative rate-change index,1.2822130401782474
ECB statements,ECB,2023-06-15,0.03225806451612903,25,125,Dictionary net score,0.6318880312367843
ECB statements,ECB,2023-06-15,0.03225806451612903,25,125,Cumulative rate-change index,1.4505042424199621
ECB statements,ECB,2023-07-27,0.09090909090909093,25,150,Dictionary net score,0.9217018380041423
ECB statements,ECB,2023-07-27,0.09090909090909093,25,150,Cumulative rate-change index,1.6187954446616768
ECB statements,ECB,2023-09-14,0.05555555555555555,25,175,Dictionary net score,0.7470085155915959
ECB statements,ECB,2023-09-14,0.05555555555555555,25,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2023-10-26,-0.04,0,175,Dictionary net score,0.2748374212993995
ECB statements,ECB,2023-10-26,-0.04,0,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2023-12-14,-0.09090909090909093,0,175,Dictionary net score,0.023279037025332804
ECB statements,ECB,2023-12-14,-0.09090909090909093,0,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2024-01-25,-0.14285714285714285,0,175,Dictionary net score,-0.23341319182575543
ECB statements,ECB,2024-01-25,-0.14285714285714285,0,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2024-03-07,-0.10344827586206896,0,175,Dictionary net score,-0.03868115614561947
ECB statements,ECB,2024-03-07,-0.10344827586206896,0,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2024-04-11,0,0,175,Dictionary net score,0.4724904375147375
ECB statements,ECB,2024-04-11,0,0,175,Cumulative rate-change index,1.7870866469033915
ECB statements,ECB,2024-06-06,0,-25,150,Dictionary net score,0.4724904375147375
ECB statements,ECB,2024-06-06,0,-25,150,Cumulative rate-change index,1.6187954446616768
ECB statements,ECB,2024-07-18,0.12,0,150,Dictionary net score,1.0654494861607515
ECB statements,ECB,2024-07-18,0.12,0,150,Cumulative rate-change index,1.6187954446616768
ECB statements,ECB,2024-09-12,0.0967741935483871,-60,90,Dictionary net score,0.9506832186808779
