corpus_long,meeting_date,rate_label,net_score,comparison_score,other_score,comparison
FOMC statements,2023-07-26,hawkish,0.391304347826087,rf_score,0.37045934590952606,Dictionary vs Random Forest
FOMC statements,2023-07-26,hawkish,0.391304347826087,bert_score,0.25,Dictionary vs RoBERTa/BERT
FOMC statements,2023-09-20,neutral,0.3636363636363637,rf_score,0.32620403600605424,Dictionary vs Random Forest
FOMC statements,2023-09-20,neutral,0.3636363636363637,bert_score,0.17647058823529413,Dictionary vs RoBERTa/BERT
FOMC statements,2023-11-01,neutral,0.42857142857142855,rf_score,0.14590604775838625,Dictionary vs Random Forest
FOMC statements,2023-11-01,neutral,0.42857142857142855,bert_score,0.17647058823529413,Dictionary vs RoBERTa/BERT
FOMC statements,2023-12-13,neutral,0.3333333333333333,rf_score,0.5424330517994217,Dictionary vs Random Forest
FOMC statements,2023-12-13,neutral,0.3333333333333333,bert_score,0,Dictionary vs RoBERTa/BERT
FOMC statements,2024-01-31,neutral,0.05263157894736842,rf_score,-0.1505041704942781,Dictionary vs Random Forest
FOMC statements,2024-01-31,neutral,0.05263157894736842,bert_score,0.06666666666666667,Dictionary vs RoBERTa/BERT
FOMC statements,2024-03-20,neutral,0.05263157894736842,rf_score,-0.1433634194667659,Dictionary vs Random Forest
FOMC statements,2024-03-20,neutral,0.05263157894736842,bert_score,0.06666666666666667,Dictionary vs RoBERTa/BERT
FOMC statements,2024-05-01,neutral,0.1,rf_score,-0.06970671576359191,Dictionary vs Random Forest
FOMC statements,2024-05-01,neutral,0.1,bert_score,-0.0588235294117647,Dictionary vs RoBERTa/BERT
FOMC statements,2024-06-12,neutral,0.1,rf_score,-0.12176583287019836,Dictionary vs Random Forest
FOMC statements,2024-06-12,neutral,0.1,bert_score,0.06666666666666667,Dictionary vs RoBERTa/BERT
FOMC statements,2024-07-31,neutral,0.1,rf_score,-0.19774215862351113,Dictionary vs Random Forest
FOMC statements,2024-07-31,neutral,0.1,bert_score,0.125,Dictionary vs RoBERTa/BERT
FOMC statements,2024-09-18,dovish,0,rf_score,-0.7548809523809523,Dictionary vs Random Forest
FOMC statements,2024-09-18,dovish,0,bert_score,0,Dictionary vs RoBERTa/BERT
FOMC statements,2024-11-07,dovish,0.0588235294117647,rf_score,-0.04334830350873132,Dictionary vs Random Forest
FOMC statements,2024-11-07,dovish,0.0588235294117647,bert_score,0,Dictionary vs RoBERTa/BERT
FOMC statements,2024-12-18,dovish,0.0588235294117647,rf_score,-0.6039891926255562,Dictionary vs Random Forest
FOMC statements,2024-12-18,dovish,0.0588235294117647,bert_score,-0.0588235294117647,Dictionary vs RoBERTa/BERT
FOMC statements,2025-01-29,neutral,0.2857142857142857,rf_score,-0.07193040837929243,Dictionary vs Random Forest
FOMC statements,2025-01-29,neutral,0.2857142857142857,bert_score,0.125,Dictionary vs RoBERTa/BERT
FOMC statements,2025-03-19,neutral,0.2857142857142857,rf_score,-0.03609949828816448,Dictionary vs Random Forest
FOMC statements,2025-03-19,neutral,0.2857142857142857,bert_score,0.0588235294117647,Dictionary vs RoBERTa/BERT
FOMC statements,2025-05-07,neutral,0.25,rf_score,-0.08694394657539888,Dictionary vs Random Forest
FOMC statements,2025-05-07,neutral,0.25,bert_score,0.125,Dictionary vs RoBERTa/BERT
FOMC statements,2025-06-18,neutral,0.2857142857142857,rf_score,-0.05262013896999666,Dictionary vs Random Forest
FOMC statements,2025-06-18,neutral,0.2857142857142857,bert_score,0.14285714285714285,Dictionary vs RoBERTa/BERT
FOMC statements,2025-07-30,neutral,0.07692307692307693,rf_score,-0.5715142842069301,Dictionary vs Random Forest
FOMC statements,2025-07-30,neutral,0.07692307692307693,bert_score,-0.0588235294117647,Dictionary vs RoBERTa/BERT
FOMC statements,2025-09-17,dovish,-0.1111111111111111,rf_score,-0.732975387856871,Dictionary vs Random Forest
FOMC statements,2025-09-17,dovish,-0.1111111111111111,bert_score,-0.1111111111111111,Dictionary vs RoBERTa/BERT
FOMC statements,2025-10-29,dovish,-0.0588235294117647,rf_score,-0.7486883776917372,Dictionary vs Random Forest
FOMC statements,2025-10-29,dovish,-0.0588235294117647,bert_score,-0.0588235294117647,Dictionary vs RoBERTa/BERT
FOMC statements,2025-12-10,dovish,-0.0588235294117647,rf_score,-0.742523906809621,Dictionary vs Random Forest
FOMC statements,2025-12-10,dovish,-0.0588235294117647,bert_score,-0.15789473684210523,Dictionary vs RoBERTa/BERT
FOMC statements,2026-01-28,neutral,0.25,rf_score,-0.46568938999061854,Dictionary vs Random Forest
FOMC statements,2026-01-28,neutral,0.25,bert_score,0.17647058823529413,Dictionary vs RoBERTa/BERT
FOMC statements,2026-03-18,neutral,0.25,rf_score,-0.8513617309715482,Dictionary vs Random Forest
FOMC statements,2026-03-18,neutral,0.25,bert_score,0.17647058823529413,Dictionary vs RoBERTa/BERT
FOMC press conferences,2011-04-27,neutral,-0.24444444444444444,rf_score,0.03491222593285968,Dictionary vs Random Forest
FOMC press conferences,2011-04-27,neutral,-0.24444444444444444,bert_score,-0.3103448275862069,Dictionary vs RoBERTa/BERT
FOMC press conferences,2011-06-22,neutral,-0.5,rf_score,0.0258622859925415,Dictionary vs Random Forest
FOMC press conferences,2011-06-22,neutral,-0.5,bert_score,-0.3409090909090909,Dictionary vs RoBERTa/BERT
FOMC press conferences,2011-11-02,neutral,-0.3181818181818182,rf_score,-0.06593702905592878,Dictionary vs Random Forest
FOMC press conferences,2011-11-02,neutral,-0.3181818181818182,bert_score,-0.5913978494623656,Dictionary vs RoBERTa/BERT
FOMC press conferences,2012-01-25,neutral,-0.4090909090909091,rf_score,0.0475904720813414,Dictionary vs Random Forest
FOMC press conferences,2012-01-25,neutral,-0.4090909090909091,bert_score,-0.4358974358974359,Dictionary vs RoBERTa/BERT
FOMC press conferences,2012-04-25,neutral,-0.16279069767441862,rf_score,0.05460472939324844,Dictionary vs Random Forest
FOMC press conferences,2012-04-25,neutral,-0.16279069767441862,bert_score,-0.3617021276595745,Dictionary vs RoBERTa/BERT
FOMC press conferences,2012-06-20,neutral,-0.5238095238095238,rf_score,0.0111047450738578,Dictionary vs Random Forest
FOMC press conferences,2012-06-20,neutral,-0.5238095238095238,bert_score,-0.5,Dictionary vs RoBERTa/BERT
FOMC press conferences,2012-09-13,neutral,-0.6,rf_score,-0.20419193217918852,Dictionary vs Random Forest
FOMC press conferences,2012-09-13,neutral,-0.6,bert_score,-0.4015748031496063,Dictionary vs RoBERTa/BERT
FOMC press conferences,2012-12-12,neutral,-0.3103448275862069,rf_score,0.01963247762258047,Dictionary vs Random Forest
FOMC press conferences,2012-12-12,neutral,-0.3103448275862069,bert_score,-0.3982300884955752,Dictionary vs RoBERTa/BERT
FOMC press conferences,2013-03-20,neutral,-0.3559322033898305,rf_score,0.02025874068615409,Dictionary vs Random Forest
FOMC press conferences,2013-03-20,neutral,-0.3559322033898305,bert_score,-0.31958762886597936,Dictionary vs RoBERTa/BERT
FOMC press conferences,2013-06-19,neutral,-0.375,rf_score,0.05106382872954505,Dictionary vs Random Forest
FOMC press conferences,2013-06-19,neutral,-0.375,bert_score,-0.2631578947368421,Dictionary vs RoBERTa/BERT
FOMC press conferences,2013-09-18,neutral,-0.5428571428571428,rf_score,-0.15893809434182105,Dictionary vs Random Forest
FOMC press conferences,2013-09-18,neutral,-0.5428571428571428,bert_score,-0.3620689655172414,Dictionary vs RoBERTa/BERT
FOMC press conferences,2013-12-18,neutral,-0.5,rf_score,0.04703735507111165,Dictionary vs Random Forest
FOMC press conferences,2013-12-18,neutral,-0.5,bert_score,-0.4125874125874126,Dictionary vs RoBERTa/BERT
FOMC press conferences,2014-03-19,neutral,-0.3090909090909091,rf_score,0.029462956084599298,Dictionary vs Random Forest
FOMC press conferences,2014-03-19,neutral,-0.3090909090909091,bert_score,-0.44086021505376344,Dictionary vs RoBERTa/BERT
FOMC press conferences,2014-06-18,neutral,-0.09803921568627452,rf_score,0.05323720497826284,Dictionary vs Random Forest
FOMC press conferences,2014-06-18,neutral,-0.09803921568627452,bert_score,-0.42168674698795183,Dictionary vs RoBERTa/BERT
FOMC press conferences,2014-09-17,neutral,-0.13793103448275862,rf_score,0.02026770707977724,Dictionary vs Random Forest
FOMC press conferences,2014-09-17,neutral,-0.13793103448275862,bert_score,-0.4545454545454546,Dictionary vs RoBERTa/BERT
FOMC press conferences,2014-12-17,neutral,0.1111111111111111,rf_score,0.03802471233961372,Dictionary vs Random Forest
FOMC press conferences,2014-12-17,neutral,0.1111111111111111,bert_score,-0.2,Dictionary vs RoBERTa/BERT
FOMC press conferences,2015-03-18,neutral,-0.01886792452830188,rf_score,0.0169342770308954,Dictionary vs Random Forest
FOMC press conferences,2015-03-18,neutral,-0.01886792452830188,bert_score,-0.35555555555555557,Dictionary vs RoBERTa/BERT
FOMC press conferences,2015-06-17,neutral,0.4230769230769231,rf_score,0.01265348197782896,Dictionary vs Random Forest
FOMC press conferences,2015-06-17,neutral,0.4230769230769231,bert_score,-0.2043010752688172,Dictionary vs RoBERTa/BERT
FOMC press conferences,2015-09-17,neutral,-0.06122448979591836,rf_score,-0.27247029682247736,Dictionary vs Random Forest
FOMC press conferences,2015-09-17,neutral,-0.06122448979591836,bert_score,-0.29508196721311475,Dictionary vs RoBERTa/BERT
FOMC press conferences,2015-12-16,hawkish,0.02941176470588235,rf_score,0.4090544543176123,Dictionary vs Random Forest
FOMC press conferences,2015-12-16,hawkish,0.02941176470588235,bert_score,-0.21428571428571427,Dictionary vs RoBERTa/BERT
FOMC press conferences,2016-03-16,neutral,0.09090909090909093,rf_score,-0.6075130523438529,Dictionary vs Random Forest
FOMC press conferences,2016-03-16,neutral,0.09090909090909093,bert_score,-0.2916666666666667,Dictionary vs RoBERTa/BERT
FOMC press conferences,2016-06-15,neutral,-0.19298245614035087,rf_score,0.10922253182154232,Dictionary vs Random Forest
FOMC press conferences,2016-06-15,neutral,-0.19298245614035087,bert_score,-0.3707865168539326,Dictionary vs RoBERTa/BERT
FOMC press conferences,2016-09-21,neutral,-0.06896551724137931,rf_score,0.03458513124554394,Dictionary vs Random Forest
FOMC press conferences,2016-09-21,neutral,-0.06896551724137931,bert_score,-0.3162393162393162,Dictionary vs RoBERTa/BERT
FOMC press conferences,2016-12-14,hawkish,0.07692307692307693,rf_score,0.17278669043374922,Dictionary vs Random Forest
FOMC press conferences,2016-12-14,hawkish,0.07692307692307693,bert_score,-0.05263157894736842,Dictionary vs RoBERTa/BERT
FOMC press conferences,2017-03-15,hawkish,0.0588235294117647,rf_score,0.736111111111111,Dictionary vs Random Forest
FOMC press conferences,2017-03-15,hawkish,0.0588235294117647,bert_score,-0.14606741573033707,Dictionary vs RoBERTa/BERT
FOMC press conferences,2017-06-14,hawkish,0.25806451612903225,rf_score,0.4776042670779512,Dictionary vs Random Forest
FOMC press conferences,2017-06-14,hawkish,0.25806451612903225,bert_score,-0.3263157894736842,Dictionary vs RoBERTa/BERT
FOMC press conferences,2017-09-20,neutral,0.02127659574468085,rf_score,0.8477382856674108,Dictionary vs Random Forest
FOMC press conferences,2017-09-20,neutral,0.02127659574468085,bert_score,-0.3473684210526316,Dictionary vs RoBERTa/BERT
FOMC press conferences,2017-12-13,hawkish,0.3928571428571429,rf_score,0.7676453980801807,Dictionary vs Random Forest
FOMC press conferences,2017-12-13,hawkish,0.3928571428571429,bert_score,-0.02857142857142857,Dictionary vs RoBERTa/BERT
FOMC press conferences,2018-03-21,hawkish,0.21052631578947367,rf_score,0.5674219485364996,Dictionary vs Random Forest
FOMC press conferences,2018-03-21,hawkish,0.21052631578947367,bert_score,0.14606741573033707,Dictionary vs RoBERTa/BERT
FOMC press conferences,2018-06-13,hawkish,0.08641975308641975,rf_score,0.32565476190476184,Dictionary vs Random Forest
FOMC press conferences,2018-06-13,hawkish,0.08641975308641975,bert_score,0.03703703703703703,Dictionary vs RoBERTa/BERT
FOMC press conferences,2018-09-26,hawkish,0.2682926829268293,rf_score,0.5201085293986407,Dictionary vs Random Forest
FOMC press conferences,2018-09-26,hawkish,0.2682926829268293,bert_score,0,Dictionary vs RoBERTa/BERT
FOMC press conferences,2018-12-19,hawkish,0.2982456140350877,rf_score,-0.03356633474645898,Dictionary vs Random Forest
FOMC press conferences,2018-12-19,hawkish,0.2982456140350877,bert_score,-0.06666666666666667,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-01-30,neutral,-0.08571428571428572,rf_score,0.1742407007532656,Dictionary vs Random Forest
FOMC press conferences,2019-01-30,neutral,-0.08571428571428572,bert_score,-0.18604651162790695,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-03-20,neutral,-0.02857142857142857,rf_score,0.17803457702392186,Dictionary vs Random Forest
FOMC press conferences,2019-03-20,neutral,-0.02857142857142857,bert_score,-0.26436781609195403,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-05-01,neutral,0.12195121951219512,rf_score,0.02598020907128852,Dictionary vs Random Forest
FOMC press conferences,2019-05-01,neutral,0.12195121951219512,bert_score,-0.2087912087912088,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-06-19,neutral,-0.16,rf_score,0.17257028177054343,Dictionary vs Random Forest
FOMC press conferences,2019-06-19,neutral,-0.16,bert_score,-0.3577981651376147,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-07-31,dovish,-0.3333333333333333,rf_score,-0.984375,Dictionary vs Random Forest
FOMC press conferences,2019-07-31,dovish,-0.3333333333333333,bert_score,-0.344,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-09-18,dovish,-0.2,rf_score,-0.9285714285714284,Dictionary vs Random Forest
FOMC press conferences,2019-09-18,dovish,-0.2,bert_score,-0.3064516129032258,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-10-30,dovish,-0.03225806451612903,rf_score,-0.3444444444444444,Dictionary vs Random Forest
FOMC press conferences,2019-10-30,dovish,-0.03225806451612903,bert_score,-0.16129032258064516,Dictionary vs RoBERTa/BERT
FOMC press conferences,2019-12-11,neutral,0.05660377358490566,rf_score,-0.03818916013691273,Dictionary vs Random Forest
FOMC press conferences,2019-12-11,neutral,0.05660377358490566,bert_score,-0.22627737226277372,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-01-29,neutral,-0.10526315789473684,rf_score,-0.316443942530899,Dictionary vs Random Forest
FOMC press conferences,2020-01-29,neutral,-0.10526315789473684,bert_score,-0.05454545454545454,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-03-03,dovish,-0.23809523809523808,rf_score,-0.46197872138311,Dictionary vs Random Forest
FOMC press conferences,2020-03-03,dovish,-0.23809523809523808,bert_score,-0.02702702702702703,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-03-15,dovish,-0.4594594594594595,rf_score,-5.551115123125783e-17,Dictionary vs Random Forest
FOMC press conferences,2020-03-15,dovish,-0.4594594594594595,bert_score,-0.1914893617021277,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-04-29,neutral,-0.6842105263157895,rf_score,0.23882970735220116,Dictionary vs Random Forest
FOMC press conferences,2020-04-29,neutral,-0.6842105263157895,bert_score,-0.38461538461538464,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-06-10,neutral,-0.3877551020408163,rf_score,0.02126365149776521,Dictionary vs Random Forest
FOMC press conferences,2020-06-10,neutral,-0.3877551020408163,bert_score,-0.4177215189873418,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-07-29,neutral,-0.14814814814814814,rf_score,0.03530120163285884,Dictionary vs Random Forest
FOMC press conferences,2020-07-29,neutral,-0.14814814814814814,bert_score,-0.375796178343949,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-09-16,neutral,-0.4857142857142857,rf_score,-0.15252866523378444,Dictionary vs Random Forest
FOMC press conferences,2020-09-16,neutral,-0.4857142857142857,bert_score,-0.21019108280254775,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-11-05,neutral,-0.5185185185185185,rf_score,-0.8898549473859243,Dictionary vs Random Forest
FOMC press conferences,2020-11-05,neutral,-0.5185185185185185,bert_score,-0.4666666666666667,Dictionary vs RoBERTa/BERT
FOMC press conferences,2020-12-16,neutral,-0.6,rf_score,0.04757815754962403,Dictionary vs Random Forest
FOMC press conferences,2020-12-16,neutral,-0.6,bert_score,-0.25301204819277107,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-01-27,neutral,-0.28,rf_score,0.03891801039333717,Dictionary vs Random Forest
FOMC press conferences,2021-01-27,neutral,-0.28,bert_score,-0.28169014084507044,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-03-17,neutral,-0.2,rf_score,0.2952807820904281,Dictionary vs Random Forest
FOMC press conferences,2021-03-17,neutral,-0.2,bert_score,-0.10810810810810811,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-04-28,neutral,-0.0588235294117647,rf_score,0.02466353387069499,Dictionary vs Random Forest
FOMC press conferences,2021-04-28,neutral,-0.0588235294117647,bert_score,-0.2867132867132867,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-06-16,neutral,0.10256410256410256,rf_score,0.39352721651108746,Dictionary vs Random Forest
FOMC press conferences,2021-06-16,neutral,0.10256410256410256,bert_score,-0.07894736842105263,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-07-28,neutral,0.22033898305084745,rf_score,0.23633895417584624,Dictionary vs Random Forest
FOMC press conferences,2021-07-28,neutral,0.22033898305084745,bert_score,-0.1869918699186992,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-09-22,neutral,0.25806451612903225,rf_score,0.23980573406269523,Dictionary vs Random Forest
FOMC press conferences,2021-09-22,neutral,0.25806451612903225,bert_score,-0.08396946564885496,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-11-03,neutral,-0.0303030303030303,rf_score,0.23372515751566503,Dictionary vs Random Forest
FOMC press conferences,2021-11-03,neutral,-0.0303030303030303,bert_score,-0.2727272727272727,Dictionary vs RoBERTa/BERT
FOMC press conferences,2021-12-15,neutral,0.3953488372093023,rf_score,0.01596360645149063,Dictionary vs Random Forest
FOMC press conferences,2021-12-15,neutral,0.3953488372093023,bert_score,-0.01612903225806451,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-01-26,neutral,0.47368421052631576,rf_score,0.055048049745619,Dictionary vs Random Forest
FOMC press conferences,2022-01-26,neutral,0.47368421052631576,bert_score,-0.1124260355029586,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-03-16,hawkish,0.7857142857142857,rf_score,0.5196078431372549,Dictionary vs Random Forest
FOMC press conferences,2022-03-16,hawkish,0.7857142857142857,bert_score,-0.02824858757062147,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-05-04,hawkish,0.6,rf_score,0.7628472222222222,Dictionary vs Random Forest
FOMC press conferences,2022-05-04,hawkish,0.6,bert_score,0.0196078431372549,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-06-15,hawkish,0.6705882352941176,rf_score,0.9238277919863598,Dictionary vs Random Forest
FOMC press conferences,2022-06-15,hawkish,0.6705882352941176,bert_score,-0.06285714285714286,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-07-27,hawkish,0.675,rf_score,0.9734114399812076,Dictionary vs Random Forest
FOMC press conferences,2022-07-27,hawkish,0.675,bert_score,-0.18292682926829268,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-09-21,hawkish,0.6144578313253012,rf_score,0.9956521739130434,Dictionary vs Random Forest
FOMC press conferences,2022-09-21,hawkish,0.6144578313253012,bert_score,-0.13432835820895522,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-11-02,hawkish,0.7373737373737373,rf_score,0.8132103452232494,Dictionary vs Random Forest
FOMC press conferences,2022-11-02,hawkish,0.7373737373737373,bert_score,-0.00699300699300699,Dictionary vs RoBERTa/BERT
FOMC press conferences,2022-12-14,hawkish,0.5304347826086957,rf_score,0.9863945578231292,Dictionary vs Random Forest
FOMC press conferences,2022-12-14,hawkish,0.5304347826086957,bert_score,-0.1124260355029586,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-02-01,hawkish,0.4666666666666667,rf_score,0.8005769230769231,Dictionary vs Random Forest
FOMC press conferences,2023-02-01,hawkish,0.4666666666666667,bert_score,-0.1506849315068493,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-03-22,hawkish,0.358974358974359,rf_score,0.9348214285714288,Dictionary vs Random Forest
FOMC press conferences,2023-03-22,hawkish,0.358974358974359,bert_score,-0.10891089108910892,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-05-03,hawkish,0.38823529411764707,rf_score,0.871247947454844,Dictionary vs Random Forest
FOMC press conferences,2023-05-03,hawkish,0.38823529411764707,bert_score,-0.15555555555555556,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-06-14,neutral,0.5064935064935064,rf_score,-0.02167233560090703,Dictionary vs Random Forest
FOMC press conferences,2023-06-14,neutral,0.5064935064935064,bert_score,-0.22033898305084745,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-07-26,hawkish,0.42857142857142855,rf_score,0.8754761904761904,Dictionary vs Random Forest
FOMC press conferences,2023-07-26,hawkish,0.42857142857142855,bert_score,-0.11724137931034484,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-09-20,neutral,0.5172413793103449,rf_score,0.02382403368956277,Dictionary vs Random Forest
FOMC press conferences,2023-09-20,neutral,0.5172413793103449,bert_score,-0.07586206896551724,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-11-01,neutral,0.6144578313253012,rf_score,0.02042642730980013,Dictionary vs Random Forest
FOMC press conferences,2023-11-01,neutral,0.6144578313253012,bert_score,-0.05185185185185185,Dictionary vs RoBERTa/BERT
FOMC press conferences,2023-12-13,neutral,0.49333333333333335,rf_score,-0.00563564751379512,Dictionary vs Random Forest
FOMC press conferences,2023-12-13,neutral,0.49333333333333335,bert_score,-0.1509433962264151,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-01-31,neutral,0.3424657534246575,rf_score,0.03886507878262001,Dictionary vs Random Forest
FOMC press conferences,2024-01-31,neutral,0.3424657534246575,bert_score,-0.27941176470588236,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-03-20,neutral,0.4426229508196721,rf_score,0.01610644027487329,Dictionary vs Random Forest
FOMC press conferences,2024-03-20,neutral,0.4426229508196721,bert_score,-0.3387096774193548,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-05-01,neutral,0.425,rf_score,0.01954013551516524,Dictionary vs Random Forest
FOMC press conferences,2024-05-01,neutral,0.425,bert_score,-0.20930232558139536,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-06-12,neutral,0.3411764705882353,rf_score,0.0027213035292924,Dictionary vs Random Forest
FOMC press conferences,2024-06-12,neutral,0.3411764705882353,bert_score,-0.10666666666666667,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-07-31,neutral,0.22033898305084745,rf_score,0.01484127971471886,Dictionary vs Random Forest
FOMC press conferences,2024-07-31,neutral,0.22033898305084745,bert_score,-0.2195121951219512,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-09-18,dovish,0.08108108108108109,rf_score,-0.4211760461760462,Dictionary vs Random Forest
FOMC press conferences,2024-09-18,dovish,0.08108108108108109,bert_score,-0.34265734265734266,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-11-07,dovish,0.2,rf_score,-0.2530257936507936,Dictionary vs Random Forest
FOMC press conferences,2024-11-07,dovish,0.2,bert_score,-0.25862068965517243,Dictionary vs RoBERTa/BERT
FOMC press conferences,2024-12-18,dovish,0.13043478260869565,rf_score,-0.6800000000000002,Dictionary vs Random Forest
FOMC press conferences,2024-12-18,dovish,0.13043478260869565,bert_score,-0.369047619047619,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-01-29,neutral,0.29411764705882354,rf_score,0.0298068874277419,Dictionary vs Random Forest
FOMC press conferences,2025-01-29,neutral,0.29411764705882354,bert_score,0.03225806451612903,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-03-19,neutral,0.03846153846153846,rf_score,-0.38715374664823193,Dictionary vs Random Forest
FOMC press conferences,2025-03-19,neutral,0.03846153846153846,bert_score,-0.21568627450980393,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-05-07,neutral,0.16981132075471697,rf_score,-0.3792619426599067,Dictionary vs Random Forest
FOMC press conferences,2025-05-07,neutral,0.16981132075471697,bert_score,-0.35714285714285715,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-06-18,neutral,0.07317073170731707,rf_score,0.01393968001287292,Dictionary vs Random Forest
FOMC press conferences,2025-06-18,neutral,0.07317073170731707,bert_score,-0.23214285714285715,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-07-30,neutral,0.2,rf_score,-0.3851235409470703,Dictionary vs Random Forest
FOMC press conferences,2025-07-30,neutral,0.2,bert_score,-0.23255813953488372,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-09-17,dovish,-0.16981132075471697,rf_score,-0.6138888888888888,Dictionary vs Random Forest
FOMC press conferences,2025-09-17,dovish,-0.16981132075471697,bert_score,-0.4705882352941176,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-10-29,dovish,-0.06382978723404255,rf_score,-0.9030303030303032,Dictionary vs Random Forest
FOMC press conferences,2025-10-29,dovish,-0.06382978723404255,bert_score,-0.3064516129032258,Dictionary vs RoBERTa/BERT
FOMC press conferences,2025-12-10,dovish,0.2653061224489796,rf_score,-0.7741666666666666,Dictionary vs Random Forest
FOMC press conferences,2025-12-10,dovish,0.2653061224489796,bert_score,-0.09923664122137404,Dictionary vs RoBERTa/BERT
FOMC press conferences,2026-01-28,neutral,0.3157894736842105,rf_score,-0.3708451681067685,Dictionary vs Random Forest
FOMC press conferences,2026-01-28,neutral,0.3157894736842105,bert_score,-0.24731182795698925,Dictionary vs RoBERTa/BERT
FOMC press conferences,2026-03-18,neutral,0.3928571428571429,rf_score,-0.39193937274133506,Dictionary vs Random Forest
FOMC press conferences,2026-03-18,neutral,0.3928571428571429,bert_score,-0.11827956989247312,Dictionary vs RoBERTa/BERT
ECB statements,1999-01-07,neutral,0,rf_score,0.03437918688024283,Dictionary vs Random Forest
ECB statements,1999-01-07,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-03-04,neutral,0,rf_score,0.4710399418466333,Dictionary vs Random Forest
ECB statements,1999-03-04,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-04-08,dovish,0,rf_score,1,Dictionary vs Random Forest
ECB statements,1999-04-08,dovish,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-05-06,neutral,0,rf_score,0.00180572140193529,Dictionary vs Random Forest
ECB statements,1999-05-06,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-06-17,neutral,0,rf_score,0.00356218214964994,Dictionary vs Random Forest
ECB statements,1999-06-17,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-09-09,neutral,0,rf_score,0.00345482015755254,Dictionary vs Random Forest
ECB statements,1999-09-09,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-10-07,neutral,0,rf_score,0.00494373148178075,Dictionary vs Random Forest
ECB statements,1999-10-07,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-11-04,hawkish,0,rf_score,-0.11385426653883036,Dictionary vs Random Forest
ECB statements,1999-11-04,hawkish,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,1999-12-02,neutral,0,rf_score,-0.12388917817241756,Dictionary vs Random Forest
ECB statements,1999-12-02,neutral,0,bert_score,0,Dictionary vs RoBERTa/BERT
ECB statements,2000-01-20,neutral,0,rf_score,-0.00663944364906,Dictionary vs Random Forest
