corpus_key,corpus_long,bank,document_type,meeting_date,score_name,score,method,score_z
fomc_stmt,FOMC statements,FOMC,statement,2003-08-12,rf_score,0.0018680947252555,Random Forest,-0.017495599670487007
fomc_stmt,FOMC statements,FOMC,statement,2003-08-12,bert_score,-0.2857142857142857,RoBERTa/BERT,-0.8065996566133105
fomc_stmt,FOMC statements,FOMC,statement,2003-09-16,net_score,-0.17647058823529413,Dictionary,-0.5529669637541588
fomc_stmt,FOMC statements,FOMC,statement,2003-09-16,rf_score,-0.04290532320780979,Random Forest,-0.11151961295746833
fomc_stmt,FOMC statements,FOMC,statement,2003-09-16,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
fomc_stmt,FOMC statements,FOMC,statement,2003-10-28,net_score,-0.17647058823529413,Dictionary,-0.5529669637541588
fomc_stmt,FOMC statements,FOMC,statement,2003-10-28,rf_score,-0.03154242068228435,Random Forest,-0.08765755936942471
fomc_stmt,FOMC statements,FOMC,statement,2003-10-28,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
fomc_stmt,FOMC statements,FOMC,statement,2003-12-09,net_score,-0.25,Dictionary,-0.8689354001516044
fomc_stmt,FOMC statements,FOMC,statement,2003-12-09,rf_score,-0.02901033736803962,Random Forest,-0.08234019370531108
fomc_stmt,FOMC statements,FOMC,statement,2003-12-09,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
fomc_stmt,FOMC statements,FOMC,statement,2004-01-28,net_score,-0.25,Dictionary,-0.8689354001516044
fomc_stmt,FOMC statements,FOMC,statement,2004-01-28,rf_score,-0.08149272652607252,Random Forest,-0.19255301826350035
fomc_stmt,FOMC statements,FOMC,statement,2004-01-28,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
fomc_stmt,FOMC statements,FOMC,statement,2004-03-16,net_score,-0.15789473684210523,Dictionary,-0.4731433587695407
fomc_stmt,FOMC statements,FOMC,statement,2004-03-16,rf_score,-0.07057694092275539,Random Forest,-0.1696299085706357
fomc_stmt,FOMC statements,FOMC,statement,2004-03-16,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
fomc_stmt,FOMC statements,FOMC,statement,2004-05-04,net_score,-0.2,Dictionary,-0.6540768634013414
fomc_stmt,FOMC statements,FOMC,statement,2004-05-04,rf_score,-0.16777139403323052,Random Forest,-0.373737903281741
fomc_stmt,FOMC statements,FOMC,statement,2004-05-04,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2004-06-30,net_score,0.04761904761904761,Dictionary,0.40998446145710427
fomc_stmt,FOMC statements,FOMC,statement,2004-06-30,rf_score,0.8086333177497272,Random Forest,1.676708406879302
fomc_stmt,FOMC statements,FOMC,statement,2004-06-30,bert_score,0.14285714285714285,RoBERTa/BERT,1.190937086348145
fomc_stmt,FOMC statements,FOMC,statement,2004-08-10,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2004-08-10,rf_score,0.9982608695652172,Random Forest,2.0749255695299604
fomc_stmt,FOMC statements,FOMC,statement,2004-08-10,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2004-09-21,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2004-09-21,rf_score,0.9979296066252588,Random Forest,2.074229918572182
fomc_stmt,FOMC statements,FOMC,statement,2004-09-21,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2004-11-10,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2004-11-10,rf_score,0.9981060606060606,Random Forest,2.0746004712840667
fomc_stmt,FOMC statements,FOMC,statement,2004-11-10,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2004-12-14,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2004-12-14,rf_score,0.997835497835498,Random Forest,2.074032290459177
fomc_stmt,FOMC statements,FOMC,statement,2004-12-14,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2005-02-02,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2005-02-02,rf_score,0.9980237154150196,Random Forest,2.074427546685187
fomc_stmt,FOMC statements,FOMC,statement,2005-02-02,bert_score,0,RoBERTa/BERT,0.5250915053609932
fomc_stmt,FOMC statements,FOMC,statement,2005-03-22,net_score,0.1,Dictionary,0.6350743571002371
fomc_stmt,FOMC statements,FOMC,statement,2005-03-22,rf_score,0.9944416996047432,Random Forest,2.066905326633926
fomc_stmt,FOMC statements,FOMC,statement,2005-03-22,bert_score,0.07692307692307693,RoBERTa/BERT,0.8836237412771518
fomc_stmt,FOMC statements,FOMC,statement,2005-05-03,net_score,0.04761904761904761,Dictionary,0.40998446145710427
fomc_stmt,FOMC statements,FOMC,statement,2005-05-03,rf_score,1,Random Forest,2.0785777370582976
fomc_stmt,FOMC statements,FOMC,statement,2005-05-03,bert_score,-0.0588235294117647,RoBERTa/BERT,0.25091979554275423
fomc_stmt,FOMC statements,FOMC,statement,2005-06-30,net_score,0,Dictionary,0.2053572835997109
fomc_stmt,FOMC statements,FOMC,statement,2005-06-30,rf_score,0.9953463203463204,Random Forest,2.0688050268701885
fomc_stmt,FOMC statements,FOMC,statement,2005-06-30,bert_score,0.07692307692307693,RoBERTa/BERT,0.8836237412771518
fomc_stmt,FOMC statements,FOMC,statement,2005-08-09,net_score,0.05263157894736842,Dictionary,0.43152416438946145
