corpus_long,bank,meeting_date,score_name,score,method,score_z
FOMC statements,FOMC,2001-05-15,bert_score,-0.3333333333333333,RoBERTa/BERT,-1.0285481836090278
FOMC statements,FOMC,2001-06-27,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2001-06-27,rf_score,-0.9614583333333332,Random Forest,-2.0404775620234332
FOMC statements,FOMC,2001-06-27,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2001-08-21,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2001-08-21,rf_score,-0.9748960695389268,Random Forest,-2.0686967587224774
FOMC statements,FOMC,2001-08-21,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2001-09-17,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2001-09-17,rf_score,-0.6049023998242749,Random Forest,-1.2917114106448142
FOMC statements,FOMC,2001-09-17,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2001-10-02,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2001-10-02,rf_score,-0.978095238095238,Random Forest,-2.075415000945923
FOMC statements,FOMC,2001-10-02,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2001-11-06,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2001-11-06,rf_score,-0.9689198467595208,Random Forest,-2.056146712825672
FOMC statements,FOMC,2001-11-06,bert_score,-0.3333333333333333,RoBERTa/BERT,-1.0285481836090278
FOMC statements,FOMC,2001-12-11,net_score,-0.25,Dictionary,-0.8689354001516044
FOMC statements,FOMC,2001-12-11,rf_score,-0.9867472680771912,Random Forest,-2.093584232144637
FOMC statements,FOMC,2001-12-11,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2002-01-30,net_score,-0.2857142857142857,Dictionary,-1.0224057835446494
FOMC statements,FOMC,2002-01-30,rf_score,-0.5476376737133416,Random Forest,-1.17145569604248
FOMC statements,FOMC,2002-01-30,bert_score,-0.07692307692307693,RoBERTa/BERT,0.16655926944483448
FOMC statements,FOMC,2002-03-19,net_score,0.09090909090909093,Dictionary,0.5960091686001892
FOMC statements,FOMC,2002-03-19,rf_score,-0.08727935717621624,Random Forest,-0.20470492138488702
FOMC statements,FOMC,2002-03-19,bert_score,0.09090909090909093,RoBERTa/BERT,0.9488114205346354
FOMC statements,FOMC,2002-05-07,net_score,0.09090909090909093,Dictionary,0.5960091686001892
FOMC statements,FOMC,2002-05-07,rf_score,0.04744370992966335,Random Forest,0.07821302494128199
FOMC statements,FOMC,2002-05-07,bert_score,0.09090909090909093,RoBERTa/BERT,0.9488114205346354
FOMC statements,FOMC,2002-06-26,net_score,0.09090909090909093,Dictionary,0.5960091686001892
FOMC statements,FOMC,2002-06-26,rf_score,-0.10906875956054853,Random Forest,-0.25046258639859265
FOMC statements,FOMC,2002-06-26,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2002-08-13,net_score,-0.2857142857142857,Dictionary,-1.0224057835446494
FOMC statements,FOMC,2002-08-13,rf_score,-0.2767449880807517,Random Forest,-0.6025820507169861
FOMC statements,FOMC,2002-08-13,bert_score,-0.2307692307692308,RoBERTa/BERT,-0.550505202387483
FOMC statements,FOMC,2002-09-24,net_score,-0.2857142857142857,Dictionary,-1.0224057835446494
FOMC statements,FOMC,2002-09-24,rf_score,-0.463044082710986,Random Forest,-0.9938094654980608
FOMC statements,FOMC,2002-09-24,bert_score,-0.2857142857142857,RoBERTa/BERT,-0.8065996566133105
FOMC statements,FOMC,2002-11-06,net_score,-0.375,Dictionary,-1.4060817420272622
FOMC statements,FOMC,2002-11-06,rf_score,-0.20447196422428615,Random Forest,-0.45080896594759184
FOMC statements,FOMC,2002-11-06,bert_score,-0.375,RoBERTa/BERT,-1.2227531447302804
FOMC statements,FOMC,2002-12-10,net_score,-0.16666666666666666,Dictionary,-0.510837838901166
FOMC statements,FOMC,2002-12-10,rf_score,-0.11111973354079788,Random Forest,-0.2547696242275676
FOMC statements,FOMC,2002-12-10,bert_score,-0.09090909090909093,RoBERTa/BERT,0.10137159018735103
FOMC statements,FOMC,2003-01-29,net_score,-0.16666666666666666,Dictionary,-0.510837838901166
FOMC statements,FOMC,2003-01-29,rf_score,-0.10709886460679267,Random Forest,-0.2463258142275962
FOMC statements,FOMC,2003-01-29,bert_score,-0.16666666666666666,RoBERTa/BERT,-0.25172833912401726
FOMC statements,FOMC,2003-03-18,net_score,-0.07692307692307693,Dictionary,-0.12519431140069384
FOMC statements,FOMC,2003-03-18,rf_score,-0.0722555791260269,Random Forest,-0.17315504263487863
FOMC statements,FOMC,2003-03-18,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
FOMC statements,FOMC,2003-05-06,net_score,-0.2857142857142857,Dictionary,-1.0224057835446494
FOMC statements,FOMC,2003-05-06,rf_score,-0.12812955307058807,Random Forest,-0.2904901827935697
FOMC statements,FOMC,2003-05-06,bert_score,-0.3333333333333333,RoBERTa/BERT,-1.0285481836090278
FOMC statements,FOMC,2003-06-25,net_score,-0.3684210526315789,Dictionary,-1.377810881928543
FOMC statements,FOMC,2003-06-25,rf_score,-0.5496945530761956,Random Forest,-1.1757751351532448
FOMC statements,FOMC,2003-06-25,bert_score,-0.17647058823529413,RoBERTa/BERT,-0.29742362409372386
FOMC statements,FOMC,2003-08-12,net_score,-0.17647058823529413,Dictionary,-0.5529669637541588
FOMC statements,FOMC,2003-08-12,rf_score,0.0018680947252555,Random Forest,-0.017495599670487007
FOMC statements,FOMC,2003-08-12,bert_score,-0.2857142857142857,RoBERTa/BERT,-0.8065996566133105
FOMC statements,FOMC,2003-09-16,net_score,-0.17647058823529413,Dictionary,-0.5529669637541588
FOMC statements,FOMC,2003-09-16,rf_score,-0.04290532320780979,Random Forest,-0.11151961295746833
FOMC statements,FOMC,2003-09-16,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
FOMC statements,FOMC,2003-10-28,net_score,-0.17647058823529413,Dictionary,-0.5529669637541588
FOMC statements,FOMC,2003-10-28,rf_score,-0.03154242068228435,Random Forest,-0.08765755936942471
FOMC statements,FOMC,2003-10-28,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
FOMC statements,FOMC,2003-12-09,net_score,-0.25,Dictionary,-0.8689354001516044
FOMC statements,FOMC,2003-12-09,rf_score,-0.02901033736803962,Random Forest,-0.08234019370531108
FOMC statements,FOMC,2003-12-09,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
FOMC statements,FOMC,2004-01-28,net_score,-0.25,Dictionary,-0.8689354001516044
FOMC statements,FOMC,2004-01-28,rf_score,-0.08149272652607252,Random Forest,-0.19255301826350035
FOMC statements,FOMC,2004-01-28,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
FOMC statements,FOMC,2004-03-16,net_score,-0.15789473684210523,Dictionary,-0.4731433587695407
FOMC statements,FOMC,2004-03-16,rf_score,-0.07057694092275539,Random Forest,-0.1696299085706357
FOMC statements,FOMC,2004-03-16,bert_score,-0.14285714285714285,RoBERTa/BERT,-0.1407540756261586
FOMC statements,FOMC,2004-05-04,net_score,-0.2,Dictionary,-0.6540768634013414
FOMC statements,FOMC,2004-05-04,rf_score,-0.16777139403323052,Random Forest,-0.373737903281741
FOMC statements,FOMC,2004-05-04,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2004-06-30,net_score,0.04761904761904761,Dictionary,0.40998446145710427
FOMC statements,FOMC,2004-06-30,rf_score,0.8086333177497272,Random Forest,1.676708406879302
FOMC statements,FOMC,2004-06-30,bert_score,0.14285714285714285,RoBERTa/BERT,1.190937086348145
FOMC statements,FOMC,2004-08-10,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2004-08-10,rf_score,0.9982608695652172,Random Forest,2.0749255695299604
FOMC statements,FOMC,2004-08-10,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2004-09-21,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2004-09-21,rf_score,0.9979296066252588,Random Forest,2.074229918572182
FOMC statements,FOMC,2004-09-21,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2004-11-10,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2004-11-10,rf_score,0.9981060606060606,Random Forest,2.0746004712840667
FOMC statements,FOMC,2004-11-10,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2004-12-14,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2004-12-14,rf_score,0.997835497835498,Random Forest,2.074032290459177
FOMC statements,FOMC,2004-12-14,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2005-02-02,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2005-02-02,rf_score,0.9980237154150196,Random Forest,2.074427546685187
FOMC statements,FOMC,2005-02-02,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2005-03-22,net_score,0.1,Dictionary,0.6350743571002371
FOMC statements,FOMC,2005-03-22,rf_score,0.9944416996047432,Random Forest,2.066905326633926
FOMC statements,FOMC,2005-03-22,bert_score,0.07692307692307693,RoBERTa/BERT,0.8836237412771518
FOMC statements,FOMC,2005-05-03,net_score,0.04761904761904761,Dictionary,0.40998446145710427
FOMC statements,FOMC,2005-05-03,rf_score,1,Random Forest,2.0785777370582976
FOMC statements,FOMC,2005-05-03,bert_score,-0.0588235294117647,RoBERTa/BERT,0.25091979554275423
FOMC statements,FOMC,2005-06-30,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2005-06-30,rf_score,0.9953463203463204,Random Forest,2.0688050268701885
FOMC statements,FOMC,2005-06-30,bert_score,0.07692307692307693,RoBERTa/BERT,0.8836237412771518
FOMC statements,FOMC,2005-08-09,net_score,0.05263157894736842,Dictionary,0.43152416438946145
FOMC statements,FOMC,2005-08-09,rf_score,1,Random Forest,2.0785777370582976
FOMC statements,FOMC,2005-08-09,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2005-09-20,net_score,0.05263157894736842,Dictionary,0.43152416438946145
FOMC statements,FOMC,2005-09-20,rf_score,0.17647016525322995,Random Forest,0.349168107438031
FOMC statements,FOMC,2005-09-20,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2005-11-01,net_score,0.05263157894736842,Dictionary,0.43152416438946145
FOMC statements,FOMC,2005-11-01,rf_score,0.7939508506616257,Random Forest,1.645875279896655
FOMC statements,FOMC,2005-11-01,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2005-12-13,net_score,0.2307692307692308,Dictionary,1.1970120686009251
FOMC statements,FOMC,2005-12-13,rf_score,0.7682912739434477,Random Forest,1.5919902629900817
FOMC statements,FOMC,2005-12-13,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
FOMC statements,FOMC,2006-01-31,net_score,0.2857142857142857,Dictionary,1.433120350744071
FOMC statements,FOMC,2006-01-31,rf_score,0.7236555714816583,Random Forest,1.4982554516871978
FOMC statements,FOMC,2006-01-31,bert_score,0.14285714285714285,RoBERTa/BERT,1.190937086348145
FOMC statements,FOMC,2006-03-28,net_score,0.3333333333333333,Dictionary,1.6377475286014647
FOMC statements,FOMC,2006-03-28,rf_score,0.7032987437399202,Random Forest,1.4555061881636628
FOMC statements,FOMC,2006-03-28,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
FOMC statements,FOMC,2006-05-10,net_score,0.3333333333333333,Dictionary,1.6377475286014647
FOMC statements,FOMC,2006-05-10,rf_score,0.4438036083998817,Random Forest,0.9105673566097683
FOMC statements,FOMC,2006-05-10,bert_score,0.2,RoBERTa/BERT,1.4572753187430059
FOMC statements,FOMC,2006-06-29,net_score,0.375,Dictionary,1.8167963092266837
FOMC statements,FOMC,2006-06-29,rf_score,0.28364052130976697,Random Forest,0.5742254617122682
FOMC statements,FOMC,2006-06-29,bert_score,0.06666666666666667,RoBERTa/BERT,0.8358194431549973
FOMC statements,FOMC,2006-08-08,net_score,0.2307692307692308,Dictionary,1.1970120686009251
FOMC statements,FOMC,2006-08-08,rf_score,-0.245505235359104,Random Forest,-0.5369786846891041
FOMC statements,FOMC,2006-08-08,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2006-09-20,net_score,0.16666666666666666,Dictionary,0.9215524061005878
FOMC statements,FOMC,2006-09-20,rf_score,-0.23944436613140865,Random Forest,-0.5242508815616455
FOMC statements,FOMC,2006-09-20,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2006-10-25,net_score,0.07692307692307693,Dictionary,0.5359088786001156
FOMC statements,FOMC,2006-10-25,rf_score,-0.280920498936563,Random Forest,-0.611350608185028
FOMC statements,FOMC,2006-10-25,bert_score,-0.06666666666666667,RoBERTa/BERT,0.21436356756698902
FOMC statements,FOMC,2006-12-12,net_score,0.07692307692307693,Dictionary,0.5359088786001156
FOMC statements,FOMC,2006-12-12,rf_score,-0.33456710127343187,Random Forest,-0.7240082761447059
FOMC statements,FOMC,2006-12-12,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2007-01-31,net_score,0.09090909090909093,Dictionary,0.5960091686001892
FOMC statements,FOMC,2007-01-31,rf_score,-0.1816608490247392,Random Forest,-0.40290570777285395
FOMC statements,FOMC,2007-01-31,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2007-03-21,net_score,0.16666666666666666,Dictionary,0.9215524061005878
FOMC statements,FOMC,2007-03-21,rf_score,-0.1438814269391639,Random Forest,-0.3235690600891997
FOMC statements,FOMC,2007-03-21,bert_score,0,RoBERTa/BERT,0.5250915053609932
FOMC statements,FOMC,2007-05-09,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2007-05-09,rf_score,-0.1347509538978235,Random Forest,-0.30439510022223537
FOMC statements,FOMC,2007-05-09,bert_score,-0.06666666666666667,RoBERTa/BERT,0.21436356756698902
FOMC statements,FOMC,2007-06-28,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2007-08-07,net_score,0.06666666666666667,Dictionary,0.4918353326000616
FOMC statements,FOMC,2007-08-07,rf_score,-0.07687694943013579,Random Forest,-0.18285990330750335
FOMC statements,FOMC,2007-08-07,bert_score,-0.2,RoBERTa/BERT,-0.4070923080210194
FOMC statements,FOMC,2007-08-17,net_score,-0.09090909090909093,Dictionary,-0.18529460140076748
FOMC statements,FOMC,2007-08-17,bert_score,-0.07692307692307693,RoBERTa/BERT,0.16655926944483448
FOMC statements,FOMC,2007-09-18,net_score,-0.07692307692307693,Dictionary,-0.12519431140069384
FOMC statements,FOMC,2007-09-18,rf_score,-0.8715007215007214,Random Forest,-1.8515669074279033
FOMC statements,FOMC,2007-09-18,bert_score,-0.29411764705882354,RoBERTa/BERT,-0.845767043730202
FOMC statements,FOMC,2007-10-31,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2007-10-31,rf_score,-0.8451515151515152,Random Forest,-1.7962336708279436
FOMC statements,FOMC,2007-10-31,bert_score,-0.25,RoBERTa/BERT,-0.6401382613665226
FOMC statements,FOMC,2007-12-11,net_score,-0.125,Dictionary,-0.33178905827594674
FOMC statements,FOMC,2007-12-11,rf_score,-0.9539485766758496,Random Forest,-2.024707100612584
FOMC statements,FOMC,2007-12-11,bert_score,-0.2222222222222222,RoBERTa/BERT,-0.5106682872856874
FOMC statements,FOMC,2008-01-22,net_score,-0.4444444444444444,Dictionary,-1.7044963764026275
FOMC statements,FOMC,2008-01-22,rf_score,-0.08602945838397075,Random Forest,-0.20208013850980786
FOMC statements,FOMC,2008-01-30,net_score,-0.3333333333333333,Dictionary,-1.2270329614020425
FOMC statements,FOMC,2008-01-30,rf_score,-0.8582472928733318,Random Forest,-1.8237347559664563
FOMC statements,FOMC,2008-01-30,bert_score,-0.2222222222222222,RoBERTa/BERT,-0.5106682872856874
FOMC statements,FOMC,2008-03-11,net_score,0,Dictionary,0.2053572835997109
FOMC statements,FOMC,2008-03-11,bert_score,0.3333333333333333,RoBERTa/BERT,2.078731194331014
FOMC statements,FOMC,2008-03-18,net_score,-0.2,Dictionary,-0.6540768634013414
FOMC statements,FOMC,2008-03-18,rf_score,-0.8345404354100006,Random Forest,-1.773950442326226
FOMC statements,FOMC,2008-03-18,bert_score,-0.30434782608695654,RoBERTa/BERT,-0.8934490802203304
FOMC statements,FOMC,2008-04-30,net_score,-0.14285714285714285,Dictionary,-0.4085242499724692
FOMC statements,FOMC,2008-04-30,rf_score,-0.864230540701129,Random Forest,-1.836299554439093
FOMC statements,FOMC,2008-04-30,bert_score,-0.3684210526315789,RoBERTa/BERT,-1.192089203500609
FOMC statements,FOMC,2008-06-25,net_score,-0.06666666666666667,Dictionary,-0.08112076540063985
FOMC statements,FOMC,2008-06-25,rf_score,-0.22996136164885153,Random Forest,-0.5043366069623417
FOMC statements,FOMC,2008-06-25,bert_score,-0.1111111111111111,RoBERTa/BERT,0.0072116090376529
FOMC statements,FOMC,2008-08-05,net_score,-0.06666666666666667,Dictionary,-0.08112076540063985
FOMC statements,FOMC,2008-08-05,rf_score,-0.1305718206667031,Random Forest,-0.29561893577934295
FOMC statements,FOMC,2008-08-05,bert_score,-0.15789473684210523,RoBERTa/BERT,-0.21084308415112182
FOMC statements,FOMC,2008-09-16,net_score,-0.06666666666666667,Dictionary,-0.08112076540063985
FOMC statements,FOMC,2008-09-16,rf_score,-0.6933145927673706,Random Forest,-1.477376691245912
FOMC statements,FOMC,2008-09-16,bert_score,-0.2222222222222222,RoBERTa/BERT,-0.5106682872856874
