corpus_long,bank,meeting_date,score_component,score
FOMC statements,FOMC,2014-03-19,Policy score,-0.44
FOMC statements,FOMC,2014-03-19,Economic score,0.07692307692307693
FOMC statements,FOMC,2014-03-19,Aggregate net score,-0.35714285714285715
FOMC statements,FOMC,2014-04-30,Policy score,-0.5454545454545454
FOMC statements,FOMC,2014-04-30,Economic score,0.07692307692307693
FOMC statements,FOMC,2014-04-30,Aggregate net score,-0.44
FOMC statements,FOMC,2014-06-18,Policy score,-0.5454545454545454
FOMC statements,FOMC,2014-06-18,Economic score,0.07692307692307693
FOMC statements,FOMC,2014-06-18,Aggregate net score,-0.44
FOMC statements,FOMC,2014-07-30,Policy score,-0.5833333333333334
FOMC statements,FOMC,2014-07-30,Economic score,0.07692307692307693
FOMC statements,FOMC,2014-07-30,Aggregate net score,-0.48148148148148145
FOMC statements,FOMC,2014-09-17,Policy score,-0.6153846153846154
FOMC statements,FOMC,2014-09-17,Economic score,0.14285714285714285
FOMC statements,FOMC,2014-09-17,Aggregate net score,-0.4666666666666667
FOMC statements,FOMC,2014-10-29,Policy score,-0.5454545454545454
FOMC statements,FOMC,2014-10-29,Economic score,0.07692307692307693
FOMC statements,FOMC,2014-10-29,Aggregate net score,-0.44
FOMC statements,FOMC,2014-12-17,Policy score,-0.4117647058823529
FOMC statements,FOMC,2014-12-17,Economic score,-0.14285714285714285
FOMC statements,FOMC,2014-12-17,Aggregate net score,-0.42857142857142855
FOMC statements,FOMC,2015-01-28,Policy score,-0.2307692307692308
FOMC statements,FOMC,2015-01-28,Economic score,0.07692307692307693
FOMC statements,FOMC,2015-01-28,Aggregate net score,-0.125
FOMC statements,FOMC,2015-03-18,Policy score,-0.125
FOMC statements,FOMC,2015-03-18,Economic score,0
FOMC statements,FOMC,2015-03-18,Aggregate net score,-0.1111111111111111
FOMC statements,FOMC,2015-04-29,Policy score,-0.06666666666666667
FOMC statements,FOMC,2015-04-29,Economic score,-0.07692307692307693
FOMC statements,FOMC,2015-04-29,Aggregate net score,-0.1111111111111111
FOMC statements,FOMC,2015-06-17,Policy score,-0.06666666666666667
FOMC statements,FOMC,2015-06-17,Economic score,0.09090909090909093
FOMC statements,FOMC,2015-06-17,Aggregate net score,0
FOMC statements,FOMC,2015-07-29,Policy score,-0.06666666666666667
FOMC statements,FOMC,2015-07-29,Economic score,0.09090909090909093
FOMC statements,FOMC,2015-07-29,Aggregate net score,0
FOMC statements,FOMC,2015-09-17,Policy score,0
FOMC statements,FOMC,2015-09-17,Economic score,0.09090909090909093
FOMC statements,FOMC,2015-09-17,Aggregate net score,0.0588235294117647
FOMC statements,FOMC,2015-10-28,Policy score,0.1111111111111111
FOMC statements,FOMC,2015-10-28,Economic score,0.09090909090909093
FOMC statements,FOMC,2015-10-28,Aggregate net score,0.15789473684210523
FOMC statements,FOMC,2015-12-16,Policy score,0
FOMC statements,FOMC,2015-12-16,Economic score,0.16666666666666666
FOMC statements,FOMC,2015-12-16,Aggregate net score,0.125
FOMC statements,FOMC,2016-01-27,Policy score,-0.16666666666666666
FOMC statements,FOMC,2016-01-27,Economic score,0.07692307692307693
FOMC statements,FOMC,2016-01-27,Aggregate net score,-0.06666666666666667
FOMC statements,FOMC,2016-03-16,Policy score,-0.07692307692307693
FOMC statements,FOMC,2016-03-16,Economic score,0.09090909090909093
FOMC statements,FOMC,2016-03-16,Aggregate net score,0
FOMC statements,FOMC,2016-04-27,Policy score,-0.07692307692307693
FOMC statements,FOMC,2016-04-27,Economic score,0.16666666666666666
FOMC statements,FOMC,2016-04-27,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2016-06-15,Policy score,-0.16666666666666666
FOMC statements,FOMC,2016-06-15,Economic score,0.16666666666666666
FOMC statements,FOMC,2016-06-15,Aggregate net score,0
FOMC statements,FOMC,2016-07-27,Policy score,-0.07692307692307693
FOMC statements,FOMC,2016-07-27,Economic score,0.07692307692307693
FOMC statements,FOMC,2016-07-27,Aggregate net score,0
FOMC statements,FOMC,2016-09-21,Policy score,-0.07692307692307693
FOMC statements,FOMC,2016-09-21,Economic score,0.16666666666666666
FOMC statements,FOMC,2016-09-21,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2016-11-02,Policy score,-0.07692307692307693
FOMC statements,FOMC,2016-11-02,Economic score,0.16666666666666666
FOMC statements,FOMC,2016-11-02,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2016-12-14,Policy score,0
FOMC statements,FOMC,2016-12-14,Economic score,0.16666666666666666
FOMC statements,FOMC,2016-12-14,Aggregate net score,0.125
FOMC statements,FOMC,2017-02-01,Policy score,-0.16666666666666666
FOMC statements,FOMC,2017-02-01,Economic score,0.2307692307692308
FOMC statements,FOMC,2017-02-01,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2017-03-15,Policy score,0
FOMC statements,FOMC,2017-03-15,Economic score,0.2307692307692308
FOMC statements,FOMC,2017-03-15,Aggregate net score,0.17647058823529413
FOMC statements,FOMC,2017-05-03,Policy score,-0.16666666666666666
FOMC statements,FOMC,2017-05-03,Economic score,0.16666666666666666
FOMC statements,FOMC,2017-05-03,Aggregate net score,0
FOMC statements,FOMC,2017-06-14,Policy score,0
FOMC statements,FOMC,2017-06-14,Economic score,0.07692307692307693
FOMC statements,FOMC,2017-06-14,Aggregate net score,0.05263157894736842
FOMC statements,FOMC,2017-07-26,Policy score,-0.07692307692307693
FOMC statements,FOMC,2017-07-26,Economic score,0.16666666666666666
FOMC statements,FOMC,2017-07-26,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2017-09-20,Policy score,0
FOMC statements,FOMC,2017-09-20,Economic score,0.16666666666666666
FOMC statements,FOMC,2017-09-20,Aggregate net score,0.14285714285714285
FOMC statements,FOMC,2017-11-01,Policy score,-0.09090909090909093
FOMC statements,FOMC,2017-11-01,Economic score,0.09090909090909093
FOMC statements,FOMC,2017-11-01,Aggregate net score,0
FOMC statements,FOMC,2017-12-13,Policy score,0.07692307692307693
FOMC statements,FOMC,2017-12-13,Economic score,0.16666666666666666
FOMC statements,FOMC,2017-12-13,Aggregate net score,0.2
FOMC statements,FOMC,2018-01-31,Policy score,-0.09090909090909093
FOMC statements,FOMC,2018-01-31,Economic score,0.09090909090909093
FOMC statements,FOMC,2018-01-31,Aggregate net score,0
FOMC statements,FOMC,2018-03-21,Policy score,0.07692307692307693
FOMC statements,FOMC,2018-03-21,Economic score,0.16666666666666666
FOMC statements,FOMC,2018-03-21,Aggregate net score,0.2
FOMC statements,FOMC,2018-05-02,Policy score,-0.09090909090909093
FOMC statements,FOMC,2018-05-02,Economic score,0.16666666666666666
FOMC statements,FOMC,2018-05-02,Aggregate net score,0.07692307692307693
FOMC statements,FOMC,2018-06-13,Policy score,0.07692307692307693
FOMC statements,FOMC,2018-06-13,Economic score,0.2307692307692308
FOMC statements,FOMC,2018-06-13,Aggregate net score,0.25
FOMC statements,FOMC,2018-08-01,Policy score,-0.09090909090909093
FOMC statements,FOMC,2018-08-01,Economic score,0.2307692307692308
FOMC statements,FOMC,2018-08-01,Aggregate net score,0.14285714285714285
FOMC statements,FOMC,2018-09-26,Policy score,0.16666666666666666
FOMC statements,FOMC,2018-09-26,Economic score,0.16666666666666666
FOMC statements,FOMC,2018-09-26,Aggregate net score,0.2857142857142857
FOMC statements,FOMC,2018-11-08,Policy score,0
FOMC statements,FOMC,2018-11-08,Economic score,0.16666666666666666
FOMC statements,FOMC,2018-11-08,Aggregate net score,0.16666666666666666
FOMC statements,FOMC,2018-12-19,Policy score,0.16666666666666666
FOMC statements,FOMC,2018-12-19,Economic score,0.16666666666666666
FOMC statements,FOMC,2018-12-19,Aggregate net score,0.2857142857142857
FOMC statements,FOMC,2019-01-30,Policy score,0
FOMC statements,FOMC,2019-01-30,Economic score,0.07692307692307693
FOMC statements,FOMC,2019-01-30,Aggregate net score,0.07692307692307693
FOMC statements,FOMC,2019-03-20,Policy score,0
FOMC statements,FOMC,2019-03-20,Economic score,0
FOMC statements,FOMC,2019-03-20,Aggregate net score,0
FOMC statements,FOMC,2019-05-01,Policy score,0
FOMC statements,FOMC,2019-05-01,Economic score,0.06666666666666667
FOMC statements,FOMC,2019-05-01,Aggregate net score,0.06666666666666667
FOMC statements,FOMC,2019-06-19,Policy score,-0.09090909090909093
FOMC statements,FOMC,2019-06-19,Economic score,0.25
FOMC statements,FOMC,2019-06-19,Aggregate net score,0.17647058823529413
FOMC statements,FOMC,2019-07-31,Policy score,-0.16666666666666666
FOMC statements,FOMC,2019-07-31,Economic score,0.2
FOMC statements,FOMC,2019-07-31,Aggregate net score,0.0588235294117647
FOMC statements,FOMC,2019-09-18,Policy score,-0.2307692307692308
FOMC statements,FOMC,2019-09-18,Economic score,0.25
FOMC statements,FOMC,2019-09-18,Aggregate net score,0.05263157894736842
FOMC statements,FOMC,2019-10-30,Policy score,-0.16666666666666666
FOMC statements,FOMC,2019-10-30,Economic score,0.2
FOMC statements,FOMC,2019-10-30,Aggregate net score,0.0588235294117647
FOMC statements,FOMC,2019-12-11,Policy score,0
FOMC statements,FOMC,2019-12-11,Economic score,0.2
FOMC statements,FOMC,2019-12-11,Aggregate net score,0.2
FOMC statements,FOMC,2020-01-29,Policy score,0
FOMC statements,FOMC,2020-01-29,Economic score,0.14285714285714285
FOMC statements,FOMC,2020-01-29,Aggregate net score,0.14285714285714285
FOMC statements,FOMC,2020-03-03,Policy score,-0.16666666666666666
FOMC statements,FOMC,2020-03-03,Economic score,0.09090909090909093
FOMC statements,FOMC,2020-03-03,Aggregate net score,-0.07692307692307693
FOMC statements,FOMC,2020-03-15,Policy score,-0.2857142857142857
FOMC statements,FOMC,2020-03-15,Economic score,0.14285714285714285
FOMC statements,FOMC,2020-03-15,Aggregate net score,-0.1111111111111111
FOMC statements,FOMC,2020-03-23,Policy score,-0.09090909090909093
FOMC statements,FOMC,2020-03-23,Economic score,0.09090909090909093
FOMC statements,FOMC,2020-03-23,Aggregate net score,0
FOMC statements,FOMC,2020-04-29,Policy score,-0.09090909090909093
FOMC statements,FOMC,2020-04-29,Economic score,-0.2
FOMC statements,FOMC,2020-04-29,Aggregate net score,-0.25
FOMC statements,FOMC,2020-06-10,Policy score,-0.16666666666666666
FOMC statements,FOMC,2020-06-10,Economic score,-0.2
FOMC statements,FOMC,2020-06-10,Aggregate net score,-0.29411764705882354
FOMC statements,FOMC,2020-07-29,Policy score,-0.16666666666666666
FOMC statements,FOMC,2020-07-29,Economic score,-0.14285714285714285
FOMC statements,FOMC,2020-07-29,Aggregate net score,-0.25
FOMC statements,FOMC,2020-09-16,Policy score,-0.16666666666666666
FOMC statements,FOMC,2020-09-16,Economic score,0
FOMC statements,FOMC,2020-09-16,Aggregate net score,-0.125
FOMC statements,FOMC,2020-11-05,Policy score,-0.2307692307692308
FOMC statements,FOMC,2020-11-05,Economic score,-0.07692307692307693
FOMC statements,FOMC,2020-11-05,Aggregate net score,-0.25
FOMC statements,FOMC,2020-12-16,Policy score,-0.3333333333333333
FOMC statements,FOMC,2020-12-16,Economic score,-0.07692307692307693
FOMC statements,FOMC,2020-12-16,Aggregate net score,-0.3333333333333333
FOMC statements,FOMC,2021-01-27,Policy score,-0.3333333333333333
FOMC statements,FOMC,2021-01-27,Economic score,-0.07692307692307693
FOMC statements,FOMC,2021-01-27,Aggregate net score,-0.3333333333333333
FOMC statements,FOMC,2021-03-17,Policy score,-0.3333333333333333
FOMC statements,FOMC,2021-03-17,Economic score,0
FOMC statements,FOMC,2021-03-17,Aggregate net score,-0.29411764705882354
FOMC statements,FOMC,2021-04-28,Policy score,-0.3333333333333333
FOMC statements,FOMC,2021-04-28,Economic score,-0.07692307692307693
FOMC statements,FOMC,2021-04-28,Aggregate net score,-0.3333333333333333
FOMC statements,FOMC,2021-06-16,Policy score,-0.3333333333333333
FOMC statements,FOMC,2021-06-16,Economic score,-0.07692307692307693
FOMC statements,FOMC,2021-06-16,Aggregate net score,-0.3333333333333333
FOMC statements,FOMC,2021-07-28,Policy score,-0.3333333333333333
FOMC statements,FOMC,2021-07-28,Economic score,-0.07692307692307693
FOMC statements,FOMC,2021-07-28,Aggregate net score,-0.3333333333333333
FOMC statements,FOMC,2021-09-22,Policy score,-0.375
FOMC statements,FOMC,2021-09-22,Economic score,0
FOMC statements,FOMC,2021-09-22,Aggregate net score,-0.3
FOMC statements,FOMC,2021-11-03,Policy score,-0.4117647058823529
FOMC statements,FOMC,2021-11-03,Economic score,0.14285714285714285
FOMC statements,FOMC,2021-11-03,Aggregate net score,-0.23809523809523808
FOMC statements,FOMC,2021-12-15,Policy score,-0.4117647058823529
FOMC statements,FOMC,2021-12-15,Economic score,0.16666666666666666
FOMC statements,FOMC,2021-12-15,Aggregate net score,-0.2631578947368421
FOMC statements,FOMC,2022-01-26,Policy score,-0.125
FOMC statements,FOMC,2022-01-26,Economic score,0.2307692307692308
FOMC statements,FOMC,2022-01-26,Aggregate net score,0.05263157894736842
FOMC statements,FOMC,2022-03-16,Policy score,0.2857142857142857
FOMC statements,FOMC,2022-03-16,Economic score,0.2857142857142857
FOMC statements,FOMC,2022-03-16,Aggregate net score,0.4444444444444444
FOMC statements,FOMC,2022-05-04,Policy score,0.2307692307692308
FOMC statements,FOMC,2022-05-04,Economic score,0.2857142857142857
FOMC statements,FOMC,2022-05-04,Aggregate net score,0.4117647058823529
FOMC statements,FOMC,2022-06-15,Policy score,0.4117647058823529
FOMC statements,FOMC,2022-06-15,Economic score,0.2
FOMC statements,FOMC,2022-06-15,Aggregate net score,0.4545454545454546
FOMC statements,FOMC,2022-07-27,Policy score,0.375
FOMC statements,FOMC,2022-07-27,Economic score,0.2
FOMC statements,FOMC,2022-07-27,Aggregate net score,0.42857142857142855
FOMC statements,FOMC,2022-09-21,Policy score,0.375
FOMC statements,FOMC,2022-09-21,Economic score,0.125
FOMC statements,FOMC,2022-09-21,Aggregate net score,0.3636363636363637
FOMC statements,FOMC,2022-11-02,Policy score,0.5
FOMC statements,FOMC,2022-11-02,Economic score,0.125
FOMC statements,FOMC,2022-11-02,Aggregate net score,0.4615384615384616
FOMC statements,FOMC,2022-12-14,Policy score,0.5
FOMC statements,FOMC,2022-12-14,Economic score,0.125
FOMC statements,FOMC,2022-12-14,Aggregate net score,0.4615384615384616
FOMC statements,FOMC,2023-02-01,Policy score,0.5
FOMC statements,FOMC,2023-02-01,Economic score,-0.14285714285714285
FOMC statements,FOMC,2023-02-01,Aggregate net score,0.3333333333333333
FOMC statements,FOMC,2023-03-22,Policy score,0.5
FOMC statements,FOMC,2023-03-22,Economic score,0
FOMC statements,FOMC,2023-03-22,Aggregate net score,0.38461538461538464
FOMC statements,FOMC,2023-05-03,Policy score,0.47368421052631576
FOMC statements,FOMC,2023-05-03,Economic score,0.06666666666666667
FOMC statements,FOMC,2023-05-03,Aggregate net score,0.4166666666666667
FOMC statements,FOMC,2023-06-14,Policy score,0.4117647058823529
FOMC statements,FOMC,2023-06-14,Economic score,0.06666666666666667
FOMC statements,FOMC,2023-06-14,Aggregate net score,0.3636363636363637
FOMC statements,FOMC,2023-07-26,Policy score,0.47368421052631576
FOMC statements,FOMC,2023-07-26,Economic score,0
FOMC statements,FOMC,2023-07-26,Aggregate net score,0.391304347826087
FOMC statements,FOMC,2023-09-20,Policy score,0.4117647058823529
FOMC statements,FOMC,2023-09-20,Economic score,0.06666666666666667
FOMC statements,FOMC,2023-09-20,Aggregate net score,0.3636363636363637
FOMC statements,FOMC,2023-11-01,Policy score,0.4117647058823529
FOMC statements,FOMC,2023-11-01,Economic score,0.14285714285714285
FOMC statements,FOMC,2023-11-01,Aggregate net score,0.42857142857142855
FOMC statements,FOMC,2023-12-13,Policy score,0.4117647058823529
FOMC statements,FOMC,2023-12-13,Economic score,0
FOMC statements,FOMC,2023-12-13,Aggregate net score,0.3333333333333333
FOMC statements,FOMC,2024-01-31,Policy score,0.14285714285714285
FOMC statements,FOMC,2024-01-31,Economic score,-0.06666666666666667
FOMC statements,FOMC,2024-01-31,Aggregate net score,0.05263157894736842
FOMC statements,FOMC,2024-03-20,Policy score,0.14285714285714285
FOMC statements,FOMC,2024-03-20,Economic score,-0.06666666666666667
FOMC statements,FOMC,2024-03-20,Aggregate net score,0.05263157894736842
FOMC statements,FOMC,2024-05-01,Policy score,0.14285714285714285
FOMC statements,FOMC,2024-05-01,Economic score,0
FOMC statements,FOMC,2024-05-01,Aggregate net score,0.1
FOMC statements,FOMC,2024-06-12,Policy score,0.14285714285714285
FOMC statements,FOMC,2024-06-12,Economic score,0
FOMC statements,FOMC,2024-06-12,Aggregate net score,0.1
FOMC statements,FOMC,2024-07-31,Policy score,0.14285714285714285
FOMC statements,FOMC,2024-07-31,Economic score,0
FOMC statements,FOMC,2024-07-31,Aggregate net score,0.1
FOMC statements,FOMC,2024-09-18,Policy score,-0.06666666666666667
FOMC statements,FOMC,2024-09-18,Economic score,0.06666666666666667
FOMC statements,FOMC,2024-09-18,Aggregate net score,0
FOMC statements,FOMC,2024-11-07,Policy score,0
FOMC statements,FOMC,2024-11-07,Economic score,0.07692307692307693
FOMC statements,FOMC,2024-11-07,Aggregate net score,0.0588235294117647
FOMC statements,FOMC,2024-12-18,Policy score,0
FOMC statements,FOMC,2024-12-18,Economic score,0.07692307692307693
FOMC statements,FOMC,2024-12-18,Aggregate net score,0.0588235294117647
FOMC statements,FOMC,2025-01-29,Policy score,0.16666666666666666
FOMC statements,FOMC,2025-01-29,Economic score,0.16666666666666666
FOMC statements,FOMC,2025-01-29,Aggregate net score,0.2857142857142857
FOMC statements,FOMC,2025-03-19,Policy score,0.16666666666666666
FOMC statements,FOMC,2025-03-19,Economic score,0.16666666666666666
FOMC statements,FOMC,2025-03-19,Aggregate net score,0.2857142857142857
FOMC statements,FOMC,2025-05-07,Policy score,0.16666666666666666
FOMC statements,FOMC,2025-05-07,Economic score,0.14285714285714285
FOMC statements,FOMC,2025-05-07,Aggregate net score,0.25
FOMC statements,FOMC,2025-06-18,Policy score,0.16666666666666666
FOMC statements,FOMC,2025-06-18,Economic score,0.16666666666666666
FOMC statements,FOMC,2025-06-18,Aggregate net score,0.2857142857142857
FOMC statements,FOMC,2025-07-30,Policy score,0.07692307692307693
FOMC statements,FOMC,2025-07-30,Economic score,0
FOMC statements,FOMC,2025-07-30,Aggregate net score,0.07692307692307693
FOMC statements,FOMC,2025-09-17,Policy score,-0.06666666666666667
FOMC statements,FOMC,2025-09-17,Economic score,-0.07692307692307693
FOMC statements,FOMC,2025-09-17,Aggregate net score,-0.1111111111111111
FOMC statements,FOMC,2025-10-29,Policy score,-0.06666666666666667
FOMC statements,FOMC,2025-10-29,Economic score,0
FOMC statements,FOMC,2025-10-29,Aggregate net score,-0.0588235294117647
FOMC statements,FOMC,2025-12-10,Policy score,-0.06666666666666667
FOMC statements,FOMC,2025-12-10,Economic score,0
FOMC statements,FOMC,2025-12-10,Aggregate net score,-0.0588235294117647
FOMC statements,FOMC,2026-01-28,Policy score,0.07692307692307693
FOMC statements,FOMC,2026-01-28,Economic score,0.2307692307692308
FOMC statements,FOMC,2026-01-28,Aggregate net score,0.25
FOMC statements,FOMC,2026-03-18,Policy score,0.07692307692307693
FOMC statements,FOMC,2026-03-18,Economic score,0.2307692307692308
FOMC statements,FOMC,2026-03-18,Aggregate net score,0.25
ECB statements,ECB,1999-01-07,Policy score,0
ECB statements,ECB,1999-01-07,Economic score,0
ECB statements,ECB,1999-01-07,Aggregate net score,0
ECB statements,ECB,1999-02-04,Policy score,0
ECB statements,ECB,1999-02-04,Economic score,0
ECB statements,ECB,1999-02-04,Aggregate net score,0
ECB statements,ECB,1999-03-04,Policy score,0
ECB statements,ECB,1999-03-04,Economic score,0
ECB statements,ECB,1999-03-04,Aggregate net score,0
ECB statements,ECB,1999-04-08,Policy score,0
ECB statements,ECB,1999-04-08,Economic score,0
ECB statements,ECB,1999-04-08,Aggregate net score,0
ECB statements,ECB,1999-05-06,Policy score,0
ECB statements,ECB,1999-05-06,Economic score,0
ECB statements,ECB,1999-05-06,Aggregate net score,0
ECB statements,ECB,1999-06-17,Policy score,0
ECB statements,ECB,1999-06-17,Economic score,0
ECB statements,ECB,1999-06-17,Aggregate net score,0
ECB statements,ECB,1999-07-08,Policy score,0
ECB statements,ECB,1999-07-08,Economic score,0
ECB statements,ECB,1999-07-08,Aggregate net score,0
ECB statements,ECB,1999-08-05,Policy score,0
ECB statements,ECB,1999-08-05,Economic score,0
ECB statements,ECB,1999-08-05,Aggregate net score,0
ECB statements,ECB,1999-09-09,Policy score,0
ECB statements,ECB,1999-09-09,Economic score,0
ECB statements,ECB,1999-09-09,Aggregate net score,0
ECB statements,ECB,1999-10-07,Policy score,0
ECB statements,ECB,1999-10-07,Economic score,0
ECB statements,ECB,1999-10-07,Aggregate net score,0
ECB statements,ECB,1999-11-04,Policy score,0
ECB statements,ECB,1999-11-04,Economic score,0
ECB statements,ECB,1999-11-04,Aggregate net score,0
ECB statements,ECB,1999-12-02,Policy score,0
ECB statements,ECB,1999-12-02,Economic score,0
ECB statements,ECB,1999-12-02,Aggregate net score,0
ECB statements,ECB,2000-01-20,Policy score,0
ECB statements,ECB,2000-01-20,Economic score,0
ECB statements,ECB,2000-01-20,Aggregate net score,0
ECB statements,ECB,2000-02-03,Policy score,0
ECB statements,ECB,2000-02-03,Economic score,0
ECB statements,ECB,2000-02-03,Aggregate net score,0
ECB statements,ECB,2000-03-16,Policy score,0
ECB statements,ECB,2000-03-16,Economic score,0.47368421052631576
ECB statements,ECB,2000-03-16,Aggregate net score,0.42857142857142855
ECB statements,ECB,2000-04-13,Policy score,0
ECB statements,ECB,2000-04-13,Economic score,0
ECB statements,ECB,2000-04-13,Aggregate net score,0
ECB statements,ECB,2000-05-11,Policy score,0
ECB statements,ECB,2000-05-11,Economic score,0
ECB statements,ECB,2000-05-11,Aggregate net score,0
ECB statements,ECB,2000-06-08,Policy score,0
ECB statements,ECB,2000-06-08,Economic score,0
ECB statements,ECB,2000-06-08,Aggregate net score,0
ECB statements,ECB,2000-07-06,Policy score,0
ECB statements,ECB,2000-07-06,Economic score,0
ECB statements,ECB,2000-07-06,Aggregate net score,0
ECB statements,ECB,2000-08-31,Policy score,-0.09090909090909093
ECB statements,ECB,2000-08-31,Economic score,0.2857142857142857
ECB statements,ECB,2000-08-31,Aggregate net score,0.2
ECB statements,ECB,2000-09-05,Policy score,0
ECB statements,ECB,2000-09-05,Economic score,0
ECB statements,ECB,2000-09-05,Aggregate net score,0
ECB statements,ECB,2000-10-05,Policy score,0
ECB statements,ECB,2000-10-05,Economic score,0
ECB statements,ECB,2000-10-05,Aggregate net score,0
ECB statements,ECB,2000-11-09,Policy score,0
ECB statements,ECB,2000-11-09,Economic score,0
ECB statements,ECB,2000-11-09,Aggregate net score,0
ECB statements,ECB,2000-12-14,Policy score,0
ECB statements,ECB,2000-12-14,Economic score,0
ECB statements,ECB,2000-12-14,Aggregate net score,0
ECB statements,ECB,2001-01-11,Policy score,0
ECB statements,ECB,2001-01-11,Economic score,0
ECB statements,ECB,2001-01-11,Aggregate net score,0
ECB statements,ECB,2001-02-01,Policy score,0
ECB statements,ECB,2001-02-01,Economic score,0
ECB statements,ECB,2001-02-01,Aggregate net score,0
ECB statements,ECB,2001-03-15,Policy score,0
ECB statements,ECB,2001-03-15,Economic score,0
ECB statements,ECB,2001-03-15,Aggregate net score,0
ECB statements,ECB,2001-04-12,Policy score,0
ECB statements,ECB,2001-04-12,Economic score,0
ECB statements,ECB,2001-04-12,Aggregate net score,0
ECB statements,ECB,2001-05-10,Policy score,0
ECB statements,ECB,2001-05-10,Economic score,0
ECB statements,ECB,2001-05-10,Aggregate net score,0
ECB statements,ECB,2001-06-07,Policy score,0
ECB statements,ECB,2001-06-07,Economic score,0
ECB statements,ECB,2001-06-07,Aggregate net score,0
ECB statements,ECB,2001-07-05,Policy score,0
ECB statements,ECB,2001-07-05,Economic score,0
ECB statements,ECB,2001-07-05,Aggregate net score,0
ECB statements,ECB,2001-08-30,Policy score,0
ECB statements,ECB,2001-08-30,Economic score,0
ECB statements,ECB,2001-08-30,Aggregate net score,0
ECB statements,ECB,2001-09-13,Policy score,0
ECB statements,ECB,2001-09-13,Economic score,0
ECB statements,ECB,2001-09-13,Aggregate net score,0
ECB statements,ECB,2001-09-17,Policy score,-0.09090909090909093
ECB statements,ECB,2001-09-17,Economic score,0.09090909090909093
ECB statements,ECB,2001-09-17,Aggregate net score,0
ECB statements,ECB,2001-10-08,Policy score,0
ECB statements,ECB,2001-10-08,Economic score,0
ECB statements,ECB,2001-10-08,Aggregate net score,0
ECB statements,ECB,2001-11-08,Policy score,0
ECB statements,ECB,2001-11-08,Economic score,0
ECB statements,ECB,2001-11-08,Aggregate net score,0
ECB statements,ECB,2001-12-06,Policy score,0
ECB statements,ECB,2001-12-06,Economic score,0
ECB statements,ECB,2001-12-06,Aggregate net score,0
ECB statements,ECB,2002-01-10,Policy score,0
ECB statements,ECB,2002-01-10,Economic score,0
ECB statements,ECB,2002-01-10,Aggregate net score,0
ECB statements,ECB,2002-02-07,Policy score,0
ECB statements,ECB,2002-02-07,Economic score,0
ECB statements,ECB,2002-02-07,Aggregate net score,0
ECB statements,ECB,2002-03-07,Policy score,0
ECB statements,ECB,2002-03-07,Economic score,0
ECB statements,ECB,2002-03-07,Aggregate net score,0
ECB statements,ECB,2002-04-04,Policy score,0
ECB statements,ECB,2002-04-04,Economic score,0
ECB statements,ECB,2002-04-04,Aggregate net score,0
ECB statements,ECB,2002-05-02,Policy score,0
ECB statements,ECB,2002-05-02,Economic score,0
ECB statements,ECB,2002-05-02,Aggregate net score,0
ECB statements,ECB,2002-06-06,Policy score,0
ECB statements,ECB,2002-06-06,Economic score,0
ECB statements,ECB,2002-06-06,Aggregate net score,0
ECB statements,ECB,2002-07-04,Policy score,0
ECB statements,ECB,2002-07-04,Economic score,0
ECB statements,ECB,2002-07-04,Aggregate net score,0
ECB statements,ECB,2002-08-01,Policy score,0
ECB statements,ECB,2002-08-01,Economic score,0
ECB statements,ECB,2002-08-01,Aggregate net score,0
ECB statements,ECB,2002-09-12,Policy score,0
ECB statements,ECB,2002-09-12,Economic score,0
ECB statements,ECB,2002-09-12,Aggregate net score,0
ECB statements,ECB,2002-10-10,Policy score,0
ECB statements,ECB,2002-10-10,Economic score,0
ECB statements,ECB,2002-10-10,Aggregate net score,0
ECB statements,ECB,2002-11-07,Policy score,0
ECB statements,ECB,2002-11-07,Economic score,0
ECB statements,ECB,2002-11-07,Aggregate net score,0
ECB statements,ECB,2002-12-05,Policy score,0
ECB statements,ECB,2002-12-05,Economic score,0
ECB statements,ECB,2002-12-05,Aggregate net score,0
ECB statements,ECB,2003-01-23,Policy score,0
ECB statements,ECB,2003-01-23,Economic score,0
ECB statements,ECB,2003-01-23,Aggregate net score,0
ECB statements,ECB,2003-02-06,Policy score,0
ECB statements,ECB,2003-02-06,Economic score,0
ECB statements,ECB,2003-02-06,Aggregate net score,0
ECB statements,ECB,2003-03-06,Policy score,0
ECB statements,ECB,2003-03-06,Economic score,0
ECB statements,ECB,2003-03-06,Aggregate net score,0
ECB statements,ECB,2003-04-03,Policy score,0
ECB statements,ECB,2003-04-03,Economic score,0
ECB statements,ECB,2003-04-03,Aggregate net score,0
ECB statements,ECB,2003-05-08,Policy score,0
ECB statements,ECB,2003-05-08,Economic score,0
ECB statements,ECB,2003-05-08,Aggregate net score,0
ECB statements,ECB,2003-06-05,Policy score,0
ECB statements,ECB,2003-06-05,Economic score,0
ECB statements,ECB,2003-06-05,Aggregate net score,0
ECB statements,ECB,2003-07-10,Policy score,0
ECB statements,ECB,2003-07-10,Economic score,0
ECB statements,ECB,2003-07-10,Aggregate net score,0
ECB statements,ECB,2003-09-04,Policy score,0
