corpus_key,corpus_long,bank,meeting_date,net_score,bps_change,rate_label
ecb_stmt,ECB statements,ECB,2009-05-07,0,-25,dovish
ecb_stmt,ECB statements,ECB,2009-06-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-07-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-08-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-09-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-10-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-11-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2009-12-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-01-14,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-02-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-03-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-04-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-05-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-06-10,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-07-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-08-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-09-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-10-07,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-11-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2010-12-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-01-13,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-02-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-03-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-04-07,0,25,hawkish
ecb_stmt,ECB statements,ECB,2011-05-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-06-09,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-07-07,0,25,hawkish
ecb_stmt,ECB statements,ECB,2011-08-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-09-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-10-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2011-11-03,0,-25,dovish
ecb_stmt,ECB statements,ECB,2011-12-08,0,-25,dovish
ecb_stmt,ECB statements,ECB,2012-01-12,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-02-09,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-03-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-04-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-05-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-06-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-07-05,0,-25,dovish
ecb_stmt,ECB statements,ECB,2012-08-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-09-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-10-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-11-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2012-12-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-01-10,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-02-07,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-03-07,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-04-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-05-02,0,-25,dovish
ecb_stmt,ECB statements,ECB,2013-06-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-07-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-08-01,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-09-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-10-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2013-11-07,0,-25,dovish
ecb_stmt,ECB statements,ECB,2013-12-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-01-09,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-02-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-03-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-04-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-05-08,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-06-05,0,-10,dovish
ecb_stmt,ECB statements,ECB,2014-07-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-08-07,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-09-04,0,-10,dovish
ecb_stmt,ECB statements,ECB,2014-10-02,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-11-06,0,0,neutral
ecb_stmt,ECB statements,ECB,2014-12-04,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-01-22,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-03-05,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-04-15,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-06-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-07-16,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-09-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-10-22,0,0,neutral
ecb_stmt,ECB statements,ECB,2015-12-03,0,0,neutral
ecb_stmt,ECB statements,ECB,2016-01-21,0,0,neutral
ecb_stmt,ECB statements,ECB,2016-03-10,-0.2307692307692308,-5,dovish
ecb_stmt,ECB statements,ECB,2016-04-21,-0.2307692307692308,0,neutral
ecb_stmt,ECB statements,ECB,2016-06-02,-0.16666666666666666,0,neutral
ecb_stmt,ECB statements,ECB,2016-07-21,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2016-09-08,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2016-10-20,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2016-12-08,-0.5454545454545454,0,neutral
ecb_stmt,ECB statements,ECB,2017-01-19,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-03-09,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-04-27,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-06-08,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-07-20,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-09-07,-0.5238095238095238,0,neutral
ecb_stmt,ECB statements,ECB,2017-10-26,-0.5833333333333334,0,neutral
ecb_stmt,ECB statements,ECB,2017-12-14,-0.5652173913043478,0,neutral
ecb_stmt,ECB statements,ECB,2018-01-25,-0.5652173913043478,0,neutral
ecb_stmt,ECB statements,ECB,2018-03-08,-0.5454545454545454,0,neutral
ecb_stmt,ECB statements,ECB,2018-04-26,-0.5454545454545454,0,neutral
ecb_stmt,ECB statements,ECB,2018-06-14,-0.5384615384615384,0,neutral
ecb_stmt,ECB statements,ECB,2018-07-26,-0.5454545454545454,0,neutral
ecb_stmt,ECB statements,ECB,2018-09-13,-0.5454545454545454,0,neutral
ecb_stmt,ECB statements,ECB,2018-10-25,-0.5,0,neutral
ecb_stmt,ECB statements,ECB,2018-12-13,-0.4117647058823529,0,neutral
ecb_stmt,ECB statements,ECB,2019-01-24,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2019-03-07,-0.47368421052631576,0,neutral
ecb_stmt,ECB statements,ECB,2019-04-10,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2019-06-06,-0.375,0,neutral
ecb_stmt,ECB statements,ECB,2019-07-25,-0.5,0,neutral
ecb_stmt,ECB statements,ECB,2019-09-12,-0.4545454545454546,0,neutral
ecb_stmt,ECB statements,ECB,2019-10-24,-0.29411764705882354,0,neutral
ecb_stmt,ECB statements,ECB,2019-12-12,-0.29411764705882354,0,neutral
ecb_stmt,ECB statements,ECB,2020-01-23,-0.29411764705882354,0,neutral
ecb_stmt,ECB statements,ECB,2020-03-12,-0.5,0,neutral
ecb_stmt,ECB statements,ECB,2020-04-30,-0.5714285714285714,0,neutral
ecb_stmt,ECB statements,ECB,2020-06-04,-0.5714285714285714,0,neutral
ecb_stmt,ECB statements,ECB,2020-07-16,-0.5714285714285714,0,neutral
ecb_stmt,ECB statements,ECB,2020-09-10,-0.5714285714285714,0,neutral
ecb_stmt,ECB statements,ECB,2020-10-29,-0.5862068965517241,0,neutral
ecb_stmt,ECB statements,ECB,2020-12-10,-0.4838709677419355,0,neutral
ecb_stmt,ECB statements,ECB,2021-01-21,-0.6363636363636364,0,neutral
ecb_stmt,ECB statements,ECB,2021-03-11,-0.6363636363636364,0,neutral
ecb_stmt,ECB statements,ECB,2021-04-22,-0.6363636363636364,0,neutral
ecb_stmt,ECB statements,ECB,2021-06-10,-0.6470588235294118,0,neutral
ecb_stmt,ECB statements,ECB,2021-07-22,-0.5609756097560976,0,neutral
ecb_stmt,ECB statements,ECB,2021-09-09,-0.6818181818181818,0,neutral
ecb_stmt,ECB statements,ECB,2021-10-28,-0.6818181818181818,0,neutral
ecb_stmt,ECB statements,ECB,2021-12-16,-0.5757575757575758,0,neutral
ecb_stmt,ECB statements,ECB,2022-02-03,-0.5483870967741935,0,neutral
ecb_stmt,ECB statements,ECB,2022-03-10,-0.6571428571428571,0,neutral
ecb_stmt,ECB statements,ECB,2022-04-14,-0.625,0,neutral
ecb_stmt,ECB statements,ECB,2022-06-09,-0.3888888888888889,0,neutral
ecb_stmt,ECB statements,ECB,2022-07-21,-0.3076923076923077,50,hawkish
ecb_stmt,ECB statements,ECB,2022-09-08,-0.1111111111111111,75,hawkish
ecb_stmt,ECB statements,ECB,2022-10-27,0,75,hawkish
ecb_stmt,ECB statements,ECB,2022-12-15,0.0303030303030303,50,hawkish
ecb_stmt,ECB statements,ECB,2023-02-02,-0.03448275862068965,50,hawkish
ecb_stmt,ECB statements,ECB,2023-03-16,0.07142857142857142,50,hawkish
ecb_stmt,ECB statements,ECB,2023-05-04,0,25,hawkish
ecb_stmt,ECB statements,ECB,2023-06-15,0.03225806451612903,25,hawkish
ecb_stmt,ECB statements,ECB,2023-07-27,0.09090909090909093,25,hawkish
ecb_stmt,ECB statements,ECB,2023-09-14,0.05555555555555555,25,hawkish
ecb_stmt,ECB statements,ECB,2023-10-26,-0.04,0,neutral
ecb_stmt,ECB statements,ECB,2023-12-14,-0.09090909090909093,0,neutral
ecb_stmt,ECB statements,ECB,2024-01-25,-0.14285714285714285,0,neutral
ecb_stmt,ECB statements,ECB,2024-03-07,-0.10344827586206896,0,neutral
ecb_stmt,ECB statements,ECB,2024-04-11,0,0,neutral
ecb_stmt,ECB statements,ECB,2024-06-06,0,-25,dovish
ecb_stmt,ECB statements,ECB,2024-07-18,0.12,0,neutral
ecb_stmt,ECB statements,ECB,2024-09-12,0.0967741935483871,-60,dovish
ecb_stmt,ECB statements,ECB,2024-10-17,-0.08333333333333333,-25,dovish
ecb_stmt,ECB statements,ECB,2024-12-12,-0.25925925925925924,-25,dovish
ecb_stmt,ECB statements,ECB,2025-01-30,-0.1724137931034483,-25,dovish
ecb_stmt,ECB statements,ECB,2025-03-06,-0.13333333333333333,-25,dovish
ecb_stmt,ECB statements,ECB,2025-04-17,-0.2,-25,dovish
ecb_stmt,ECB statements,ECB,2025-06-05,-0.3333333333333333,-25,dovish
ecb_stmt,ECB statements,ECB,2025-07-24,-0.15789473684210523,0,neutral
ecb_stmt,ECB statements,ECB,2025-09-11,-0.17647058823529413,0,neutral
ecb_stmt,ECB statements,ECB,2025-10-30,-0.3333333333333333,0,neutral
ecb_stmt,ECB statements,ECB,2025-12-18,-0.1,0,neutral
ecb_stmt,ECB statements,ECB,2026-02-05,-0.2631578947368421,0,neutral
ecb_stmt,ECB statements,ECB,2026-03-19,-0.03703703703703703,0,neutral
