central_bank,meeting_date,event_type,event_id,meeting_sequence,event_time_utc,event_time_et,speaker,title,url,scrape_status,is_scheduled,is_unconventional_era,chair_transition,word_count,n_sentences,text_clean,text_raw,source,text_statement,text_qa,word_count_statement,word_count_qa,qa_split_found,page_count,event_time_cet,bps_change,rate_decision_label,policy_score,inflation_score,employment_score,residual_score,econ_score,net_score,label_text,policy_label,inflation_label,employment_label,residual_label,econ_label,text_fwd,text_curr,net_score_fwd,net_score_curr,SX5E,EURUSD,OIS_MP1,OIS_MP2,OIS_5Y,OIS_10Y,DE2Y,DE10Y,IT10Y,SX7E,IT10Y_spread,chair,era
ECB,2007-05-10,statement,ecb_stmt_20070510,101,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr070510.en.html,OK,TRUE,FALSE,FALSE,88,5,"At today’s meeting, which was held in Dublin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, which was held in Dublin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in Dublin, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 3.75%, 4.75% and 2.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.198591336773291,-0.0147825123148815,0,-0.10000000000003301,NA,NA,0.0999999999999446,0,0.0499999999999723,-0.135824848013311,0.0499999999999723,Trichet,pre_gfc
ECB,2007-06-06,statement,ecb_stmt_20070606,102,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr070606.en.html,OK,TRUE,FALSE,FALSE,56,4,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,25,HAWKISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.020753253928163,0.00369884041394042,-0.10000000000003301,0,NA,NA,0,0.150000000000006,0,0.0253619360971236,-0.150000000000006,Trichet,pre_gfc
ECB,2007-07-05,statement,ecb_stmt_20070705,103,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr070705.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,0.274490097015168,0.0109940449034118,0.150000000000006,-0.24999999999995,NA,NA,-0.400000000000045,-0.24999999999995,-0.300000000000011,0.19501329484406,-0.05000000000006097,Trichet,pre_gfc
ECB,2007-08-02,statement,ecb_stmt_20070802,104,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr070802.en.html,OK,TRUE,FALSE,FALSE,69,3,"At today’s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in the form of a teleconference, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively.",Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.05102855263032779,-0.0219466696809722,-0.350000000000072,-0.549999999999962,NA,NA,-1.10000000000001,-0.800000000000001,-0.649999999999995,-0.07425158125746731,0.15000000000000602,Trichet,pre_gfc
ECB,2007-09-06,statement,ecb_stmt_20070906,105,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr070906.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.0490838288127904,0.135404679340223,-1.49999999999997,0.499999999999989,NA,NA,0.55000000000005,0.199999999999978,0.10000000000003301,-0.007122422576344429,-0.099999999999945,Trichet,pre_gfc
ECB,2007-10-04,statement,ecb_stmt_20071004,106,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr071004.en.html,OK,TRUE,FALSE,FALSE,88,5,"At today’s meeting, which was held in Vienna, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, which was held in Vienna, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in Vienna, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.11489392801085101,0.0318939705380827,-1.18499999999999,0.600000000000023,NA,NA,0.600000000000023,0.499999999999989,0.699999999999967,-0.137506643399377,0.19999999999997797,Trichet,pre_gfc
ECB,2007-11-08,statement,ecb_stmt_20071108,107,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr071108.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.166621183434756,0.0954816781832679,-0.300000000000011,-0.150000000000006,NA,NA,-0.199999999999978,-0.9000000000000339,-0.850000000000062,0.196823483035757,0.049999999999971845,Trichet,pre_gfc
ECB,2007-12-06,statement,ecb_stmt_20071206,108,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2007/html/pr071206.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.0947899458225265,0.0652842464817727,0.349999999999984,0.89999999999999,NA,NA,0.200000000000022,0.150000000000006,0.199999999999978,0.00955269506137668,0.04999999999997201,Trichet,pre_gfc
ECB,2008-01-10,statement,ecb_stmt_20080110,109,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080110.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.07141313741385599,-0.0647745697241186,-0.0999999999999446,-0.10000000000003301,NA,NA,-0.550000000000006,-0.499999999999989,-0.499999999999989,-0.165717282875466,0,Trichet,pre_gfc
ECB,2008-02-07,statement,ecb_stmt_20080207,110,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080207.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.818469306313041,-0.185134446734936,0.349999999999984,-0.549999999999962,NA,NA,-0.8500000000000171,-0.449999999999973,-0.55000000000005,-0.899977670079544,-0.10000000000007703,Trichet,pre_gfc
ECB,2008-03-06,statement,ecb_stmt_20080306,111,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080306.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CET) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.205763919644397,-0.058746737981985,-0.05000000000006109,-0.199999999999978,NA,NA,-0.599999999999978,-0.999999999999979,-1.14999999999998,-0.47381788232288,-0.1500000000000009,Trichet,pre_gfc
ECB,2008-04-10,statement,ecb_stmt_20080410,112,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080410.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.14738277267714,-0.0818742960461027,0,-0.8500000000000171,NA,NA,-0.8500000000000171,0.4500000000000169,0.349999999999984,-0.125545628962875,-0.1000000000000329,Trichet,pre_gfc
ECB,2008-05-08,statement,ecb_stmt_20080508,113,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080508.en.html,OK,TRUE,FALSE,FALSE,88,5,"At today’s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. (CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in Athens, the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",(CEST) today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,0.00233335623498476,0.0325616231589776,-0.10000000000003301,0.699999999999967,NA,NA,0,0.549999999999962,0.499999999999989,0.0441342792588451,-0.049999999999972955,Trichet,pre_gfc
ECB,2008-06-05,statement,ecb_stmt_20080605,114,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080605.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.00%, 5.00% and 3.00% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,0.00351621719989481,0.0389496580600168,-0.10000000000003301,-1.05000000000004,NA,NA,0,-0.400000000000045,-0.4500000000000169,0.05838877872133,-0.0499999999999719,Trichet,pre_gfc
ECB,2008-07-03,statement,ecb_stmt_20080703,115,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080703.en.html,OK,TRUE,FALSE,FALSE,56,4,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,25,HAWKISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.00366571154550854,-0.094404941242604,-1.14999999999998,-1.55000000000003,NA,NA,-3.49999999999993,-0.449999999999928,-0.300000000000011,-0.0800320170769808,0.14999999999991703,Trichet,pre_gfc
ECB,2008-08-07,statement,ecb_stmt_20080807,116,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2008/html/pr080807.en.html,OK,TRUE,FALSE,FALSE,83,5,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the minimum bid rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 4.25%, 5.25% and 3.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.129355144685306,0.0226196824514802,0,-0.300000000000011,NA,NA,0.0499999999999723,0.300000000000011,0.0999999999999446,-0.175646050900102,-0.20000000000006637,Trichet,pre_gfc
