central_bank,meeting_date,event_type,event_id,meeting_sequence,event_time_utc,event_time_et,speaker,title,url,scrape_status,is_scheduled,is_unconventional_era,chair_transition,word_count,n_sentences,text_clean,text_raw,source,text_statement,text_qa,word_count_statement,word_count_qa,qa_split_found,page_count,event_time_cet,bps_change,rate_decision_label,policy_score,inflation_score,employment_score,residual_score,econ_score,net_score,label_text,policy_label,inflation_label,employment_label,residual_label,econ_label,text_fwd,text_curr,net_score_fwd,net_score_curr,SX5E,EURUSD,OIS_MP1,OIS_MP2,OIS_5Y,OIS_10Y,chair,era,bps_curr,bps_next,bps_next2,bps_lag1,y2_curr,y2_next,y2_next2,y2_lag1,rf_pred_bps_next_full,rf_pred_bps_next2_full,rf_pred_y2_next_full,rf_pred_y2_next2_full,rf_score,rf_p_cut,rf_p_hold,rf_p_hike,rf_label
ECB,2010-09-02,statement,ecb_stmt_20100902,143,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2010/html/pr100902.en.html,OK,TRUE,FALSE,FALSE,82,5,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.0331527127480413,-0.00779757495814048,0.35,-0.4,NA,NA,Trichet,zlb_qe,0,0,0,0,-0.4,0.0700000000000034,0.219999999999998,0.160000000000005,0.4755416996261541,0.15410729424973302,0.07137994348075818,0.009418618446595011,0.003615978531275356,0.010536594544716324,0.975310832379292,0.01415257307599168,hold
ECB,2010-10-07,statement,ecb_stmt_20101007,144,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2010/html/pr101007.en.html,OK,TRUE,FALSE,FALSE,82,5,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.100436548691096,-0.114436947009311,0.3,0.0700000000000034,NA,NA,Trichet,zlb_qe,0,0,0,0,0.0700000000000034,0.219999999999998,0.479999999999992,-0.4,0.6849322448056552,0.1301500055712391,0.08866051623405852,0.022185459691853843,7.862695914382777e-4,0.007430359678409701,0.9843530110517424,0.008216629269847979,hold
ECB,2010-11-04,statement,ecb_stmt_20101104,145,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2010/html/pr101104.en.html,OK,TRUE,FALSE,FALSE,82,5,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,-0.0405153418440385,0.0701705172291345,0,0.219999999999998,NA,NA,Trichet,zlb_qe,0,0,0,0,0.219999999999998,0.479999999999992,-0.4500000000000169,0.0700000000000034,0.7075931310053994,0.25993058639359673,0.07533922826637701,0.013842913505607535,0.0021411244990172593,0.016241410191270955,0.9653760551184409,0.018382534690288214,hold
ECB,2010-12-02,statement,ecb_stmt_20101202,146,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2010/html/pr101202.en.html,OK,TRUE,FALSE,FALSE,82,5,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged. Find out more about related content,0,0,0.142287652442441,0.0151969910250294,-0.2,0.479999999999992,NA,NA,Trichet,zlb_qe,0,0,0,0,0.479999999999992,-0.4500000000000169,2.56000000000001,0.219999999999998,0.6846390991072497,0.029428935435135233,0.06659874585493561,0.008295692665281691,0.0060920352292001545,0.014498589301663582,0.9649107861674726,0.020590624530863737,hold
ECB,2011-01-13,statement,ecb_stmt_20110113,147,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110113.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,0.121667059736641,0.204793760896599,0.0500000000000056,-0.4500000000000169,NA,NA,Trichet,zlb_qe,0,0,0,0,-0.4500000000000169,2.56000000000001,0.259999999999994,0.479999999999992,0.6115132670984706,0.20340414274014293,0.06838753171366502,0.04579792370651989,0.002723544735595093,0.01682460700369424,0.9636272412570165,0.019548151739289334,hold
ECB,2011-02-03,statement,ecb_stmt_20110203,148,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110203.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.180151871839485,-0.116304439947401,0.350000000000006,2.56000000000001,NA,NA,Trichet,zlb_qe,0,0,25,0,2.56000000000001,0.259999999999994,-0.4500000000000169,-0.4500000000000169,0.7880169480899032,0.3814414346330596,0.10008434567775185,0.05678454924787716,0.0018791258409160093,0.018979447677413653,0.9601619788042567,0.020858573518329662,hold
ECB,2011-03-03,statement,ecb_stmt_20110303,149,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110303.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.00%, 1.75% and 0.25% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.0400085356877966,0.0360750364662654,-0.04999999999999451,0.259999999999994,NA,NA,Trichet,zlb_qe,0,25,0,0,0.259999999999994,-0.4500000000000169,-0.150000000000006,2.56000000000001,0.8251785309530153,0.5027177203718973,0.09882202862342,0.046444076437313325,0.0035690302536962974,0.01641683982397919,0.9635972900983454,0.019985870077675487,hold
ECB,2011-04-07,statement,ecb_stmt_20110407,150,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110407.en.html,OK,TRUE,FALSE,FALSE,50,3,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,25,HAWKISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,0.37840047966986,0.0489784504613511,0.99999999999999,-0.4500000000000169,NA,NA,Trichet,zlb_qe,25,0,0,0,-0.4500000000000169,-0.150000000000006,-0.8799999999999921,0.259999999999994,-6.380175844801459,0.19215068467680155,0.7668363728074025,-0.3658747027359615,-0.13874463761571454,0.5596635809437795,0.019417475728155338,0.420918943328065,cut
ECB,2011-05-05,statement,ecb_stmt_20110505,151,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110505.en.html,OK,TRUE,FALSE,FALSE,81,4,"At today’s meeting, which was held in Helsinki, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting, which was held in Helsinki, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in Helsinki, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,0.119285943889125,0.0505723110523937,-0.700000000000012,-0.150000000000006,NA,NA,Trichet,zlb_qe,0,0,25,25,-0.150000000000006,-0.8799999999999921,-0.9000000000000121,-0.4500000000000169,1.0899840584219131,0.3353347687241125,0.08377762253269865,0.04887558506949861,0.00290862068842334,0.020973542608443536,0.9551442940946895,0.023882163296866876,hold
ECB,2011-06-09,statement,ecb_stmt_20110609,152,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110609.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.25%, 2.00% and 0.50% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.0069042077539549496,0.0547476489294763,0,-0.8799999999999921,NA,NA,Trichet,zlb_qe,0,25,0,0,-0.8799999999999921,-0.9000000000000121,0.8099999999999999,-0.150000000000006,1.227193233440229,0.8322037745828296,0.08079927874177238,0.022166297935041074,0.0054305830705728905,0.0215583509976378,0.9514527149341515,0.02698893406821069,hold
ECB,2011-07-07,statement,ecb_stmt_20110707,153,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110707.en.html,OK,TRUE,FALSE,FALSE,50,3,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,25,HAWKISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,0.0186303855095105,-0.122684348598784,0.299999999999989,-0.9000000000000121,NA,0.09999999999998901,Trichet,zlb_qe,25,0,0,0,-0.9000000000000121,0.8099999999999999,-2.15,-0.8799999999999921,-6.804766104306532,0.09144318695936114,0.6985458919650411,-0.48207567368184484,-0.10578034682080928,0.46328223171651173,0.17921588338778588,0.35750188489570245,cut
ECB,2011-08-04,statement,ecb_stmt_20110804,154,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110804.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.0665282689515934,-0.0983077110281227,0.600000000000001,0.8099999999999999,0.4,0.599999999999978,Trichet,zlb_qe,0,0,0,25,0.8099999999999999,-2.15,5.19999999999999,-0.9000000000000121,1.3474324314647996,0.7676866908134865,0.07157439976284334,0.07155173819065204,0.0031888344624609495,0.02605835510630921,0.9446944553249207,0.02924718956877016,hold
ECB,2011-09-08,statement,ecb_stmt_20110908,155,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr110908.en.html,OK,TRUE,FALSE,FALSE,76,4,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.551717245010153,-0.0818957121739405,2.5,-2.15,-2.2,-2.20000000000002,Trichet,zlb_qe,0,0,-25,0,-2.15,5.19999999999999,-8.25,0.8099999999999999,1.2828758198414092,0.6612109109600718,0.03274546676511409,0.13310839305066996,0.0025704752557322748,0.023015325574554324,0.9513988735951591,0.0255858008302866,hold
ECB,2011-10-06,statement,ecb_stmt_20111006,156,12:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr111006.en.html,OK,TRUE,FALSE,FALSE,81,4,"At today’s meeting, which was held in Berlin, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.","At today’s meeting, which was held in Berlin, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.",ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,0,NEUTRAL,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,"At today’s meeting, which was held in Berlin, the Governing Council of the ECB decided that the interest rate on the main refinancing operations and the interest rates on the marginal lending facility and the deposit facility will remain unchanged at 1.50%, 2.25% and 0.75% respectively. The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.",CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.773880669164839,-0.206833084284319,12.2,5.19999999999999,0.800000000000001,-1.40000000000002,Trichet,zlb_qe,0,-25,-25,0,5.19999999999999,-8.25,2.05,-2.15,1.2842931082028095,0.45918456370675875,0.08633078194024302,0.027238471945976585,0.004192895838543244,0.01480778449039391,0.9661915351806688,0.019000680328937154,hold
ECB,2011-11-03,statement,ecb_stmt_20111103,157,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr111103.en.html,OK,TRUE,FALSE,TRUE,50,3,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,-25,DOVISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,0.521958930692446,-0.406077204979544,-14.3,-8.25,-4.90000000000002,-0.999999999999979,Draghi,zlb_qe,-25,-25,0,0,-8.25,2.05,0.1,5.19999999999999,-6.6377130345143005,-0.158122810610406,0.7226372535132757,-0.5053219952771076,-0.02487590814777968,0.3789889501154722,0.2668980079168353,0.3541130419676925,cut
ECB,2011-12-08,statement,ecb_stmt_20111208,158,13:15:00,NA,ECB Governing Council,Monetary policy decisions,https://www.ecb.europa.eu/press/pr/date/2011/html/pr111208.en.html,OK,TRUE,FALSE,TRUE,50,3,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m. CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,ecb_statements,NA,NA,NA,NA,NA,NA,14:15:00,-25,DOVISH,0,0,0,0,0,0,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,At today’s meeting the Governing Council of the ECB took the following monetary policy decisions: The President of the ECB will comment on the considerations underlying these decisions at a press conference starting at 2.30 p.m.,CET today. Directorate General Communications Reproduction is permitted provided that the source is acknowledged.,0,0,-0.352520285001479,0.216385698518884,2.8,2.05,1.09999999999999,0.200000000000022,Draghi,zlb_qe,-25,0,0,-25,2.05,0.1,-0.4,-8.25,-7.384248900602679,-0.8225476323216627,0.7424127831532686,-0.49109977327545246,-0.12119925081041732,0.5533712034210538,0.014456843968309574,0.4321719526106365,cut
